direction,threshold,id,system,run,noise_label,new_oracle,old_oracle
regression,0.001,daisy_mamil4_2_1em6,daisy_mamil4,odepe_v2_nopolish,1em6,0.007699834158641712,0.00039266797854405484
regression,0.01,daisy_mamil4_3_1em6,daisy_mamil4,odepe_v2_nopolish,1em6,0.014255066684047647,0.004645372617646009
regression,0.01,daisy_mamil4_4_1em6,daisy_mamil4,odepe_v2_nopolish,1em6,0.03783640230518313,0.0012910600612398334
rescue,0.001,daisy_mamil4_4_1em8,daisy_mamil4,odepe_v2_nopolish,1em8,0.00021678539888551448,0.00224712935904634
regression,0.01,daisy_mamil4_6_1em8,daisy_mamil4,odepe_v2_nopolish,1em8,0.012813708547717167,0.002719141657615954
regression,0.01,daisy_mamil4_7_1em6,daisy_mamil4,odepe_v2_nopolish,1em6,0.01656913953064276,0.003559181232614888
regression,0.001,daisy_mamil4_7_1em8,daisy_mamil4,odepe_v2_nopolish,1em8,0.001352421145957432,0.00043575895100347216
regression,0.01,dc_motor_0_1em4,dc_motor,odepe_v2_nopolish,1em4,0.03230664057750853,0.001339686409645288
regression,0.001,dc_motor_4_1em4,dc_motor,odepe_v2_nopolish,1em4,0.017188558335287235,0.0009419093201699499
regression,0.01,dc_motor_4_1em4,dc_motor,odepe_v2_nopolish,1em4,0.017188558335287235,0.0009419093201699499
regression,0.01,dc_motor_7_1em4,dc_motor,odepe_v2_nopolish,1em4,0.01319838117842938,0.0026386365930720366
regression,0.001,dc_motor_9_1em4,dc_motor,odepe_v2_nopolish,1em4,0.0041798757333667,0.00052580367040382
regression,0.001,fitzhugh_nagumo_0_1em8,fitzhugh_nagumo,odepe_v2_nopolish,1em8,0.002357786357949709,0.00017754717444954754
regression,0.001,fitzhugh_nagumo_1_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.011133856361718517,0.0005274662403678899
regression,0.01,fitzhugh_nagumo_1_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.011133856361718517,0.0005274662403678899
regression,0.001,fitzhugh_nagumo_2_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.0055420452276544584,0.0008804065895307065
regression,0.001,fitzhugh_nagumo_2_1em8,fitzhugh_nagumo,odepe_v2_nopolish,1em8,0.001967361354295267,0.00012651511034936287
regression,0.001,fitzhugh_nagumo_3_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.001445558246348099,0.00011830939989634336
regression,0.01,fitzhugh_nagumo_4_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.019482084292349048,0.0015870894364196921
regression,0.001,fitzhugh_nagumo_4_1em8,fitzhugh_nagumo,odepe_v2_nopolish,1em8,0.010582525278797742,0.0004346136497660271
regression,0.01,fitzhugh_nagumo_4_1em8,fitzhugh_nagumo,odepe_v2_nopolish,1em8,0.010582525278797742,0.0004346136497660271
regression,0.01,fitzhugh_nagumo_7_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.010170569735074707,0.006729738176348693
regression,0.001,fitzhugh_nagumo_8_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.0017002484523010427,0.00028861967948495723
regression,0.001,fitzhugh_nagumo_9_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.011830388822021958,0.000899301191886725
regression,0.01,fitzhugh_nagumo_9_1em6,fitzhugh_nagumo,odepe_v2_nopolish,1em6,0.011830388822021958,0.000899301191886725
regression,0.5,flexible_arm_2_1em4,flexible_arm,odepe_v2_nopolish,1em4,0.668489942800489,0.17364883547002297
regression,0.01,flexible_arm_2_1em6,flexible_arm,odepe_v2_nopolish,1em6,0.024207819662165838,0.006479485670338052
regression,0.001,flexible_arm_3_1em8,flexible_arm,odepe_v2_nopolish,1em8,0.0011384687872130874,0.000321302037756462
regression,0.01,flexible_arm_4_1em6,flexible_arm,odepe_v2_nopolish,1em6,0.01806584439985542,0.003267121681928732
regression,0.01,flexible_arm_5_1em6,flexible_arm,odepe_v2_nopolish,1em6,0.010470746466229435,0.00520095313646206
regression,0.01,flexible_arm_6_1em6,flexible_arm,odepe_v2_nopolish,1em6,0.0288269988300921,0.008883812362711059
rescue,0.1,flexible_arm_7_1em6,flexible_arm,odepe_v2_nopolish,1em6,0.056254817553306996,0.12341615435135285
regression,0.5,flexible_arm_9_1em4,flexible_arm,odepe_v2_nopolish,1em4,0.6941240802411135,0.465852436312181
regression,0.1,forced_lotka_volterra_1_1em4,forced_lotka_volterra,odepe_v2_nopolish,1em4,0.12632498443266263,0.05370174268552358
regression,0.5,forced_lotka_volterra_2_1em2,forced_lotka_volterra,odepe_v2_nopolish,1em2,0.6585215027967717,0.2947459279596935
regression,0.001,forced_lotka_volterra_7_1em6,forced_lotka_volterra,odepe_v2_nopolish,1em6,0.01089051078506015,0.0009070598187282238
regression,0.01,forced_lotka_volterra_7_1em6,forced_lotka_volterra,odepe_v2_nopolish,1em6,0.01089051078506015,0.0009070598187282238
regression,0.001,forced_lotka_volterra_7_1em8,forced_lotka_volterra,odepe_v2_nopolish,1em8,0.004911481081327128,8.746448131498792e-05
regression,0.01,forced_lotka_volterra_8_1em4,forced_lotka_volterra,odepe_v2_nopolish,1em4,0.025013751718378222,0.007122040469086061
regression,0.01,forced_lotka_volterra_9_1em4,forced_lotka_volterra,odepe_v2_nopolish,1em4,0.06344004883822074,0.006364291548009033
regression,0.001,forced_lotka_volterra_9_1em6,forced_lotka_volterra,odepe_v2_nopolish,1em6,0.0035024200531764893,0.0002651829699789027
regression,0.001,harmonic_oscillator_6_1em2,harmonic_oscillator,odepe_v2_nopolish,1em2,0.0010293752282136764,0.0005740532587670562
regression,0.001,harmonic_oscillator_8_1em2,harmonic_oscillator,odepe_v2_nopolish,1em2,0.0011035131916749762,0.00013528028631092337
regression,0.5,hiv_6_1em8,hiv,odepe_v2_nopolish,1em8,0.8964950644707504,0.1603555466563728
regression,0.001,hiv_8_0,hiv,odepe_v2_nopolish,0,0.014058460422592638,9.200877262860452e-06
regression,0.01,hiv_8_0,hiv,odepe_v2_nopolish,0,0.014058460422592638,9.200877262860452e-06
regression,0.001,hiv_9_0,hiv,odepe_v2_nopolish,0,0.001119794652481027,0.00011172282810139389
regression,0.01,lotka_volterra_0_1em4,lotka_volterra,odepe_v2_nopolish,1em4,0.011126796677000877,0.004910707684980696
regression,0.001,lotka_volterra_0_1em6,lotka_volterra,odepe_v2_nopolish,1em6,0.0010472519876254536,0.00041718339455258777
regression,0.001,lotka_volterra_1_1em6,lotka_volterra,odepe_v2_nopolish,1em6,0.005297290689345056,0.0004724884144318692
regression,0.001,lotka_volterra_2_1em6,lotka_volterra,odepe_v2_nopolish,1em6,0.008971313360059716,0.0003262878299313312
regression,0.01,lotka_volterra_5_1em4,lotka_volterra,odepe_v2_nopolish,1em4,0.016275165018778064,0.00888815635669758
regression,0.01,lotka_volterra_7_1em4,lotka_volterra,odepe_v2_nopolish,1em4,0.013395862972856018,0.00551552566326321
regression,0.001,lotka_volterra_8_1em6,lotka_volterra,odepe_v2_nopolish,1em6,0.006634550968184491,0.0009402628309621726
regression,0.001,mass_spring_damper_0_1em4,mass_spring_damper,odepe_v2_nopolish,1em4,0.0010125239852533947,0.0003199127604988654
regression,0.01,mass_spring_damper_1_1em2,mass_spring_damper,odepe_v2_nopolish,1em2,0.011114571000777328,0.0013241567693482116
regression,0.001,mass_spring_damper_2_1em4,mass_spring_damper,odepe_v2_nopolish,1em4,0.0023072061703128858,0.00016563833015675262
regression,0.001,quadrotor_0_1em4,quadrotor,odepe_v2_nopolish,1em4,0.0019112332550228672,0.0006125856846257039
regression,0.001,quadrotor_1_1em4,quadrotor,odepe_v2_nopolish,1em4,0.0060710793507090886,0.0003509745415375955
regression,0.001,quadrotor_2_1em4,quadrotor,odepe_v2_nopolish,1em4,0.0020735370490659877,0.0009211586864930801
regression,0.01,quadrotor_9_1em4,quadrotor,odepe_v2_nopolish,1em4,0.014650334418559648,0.0016376124322406457
regression,0.01,repressilator_0_1em4,repressilator,odepe_v2_nopolish,1em4,0.01064176075065503,0.0033002627788902266
regression,0.01,seir_1_1em6,seir,odepe_v2_nopolish,1em6,0.025619727829748355,0.005288393800133126
regression,0.01,seir_1_1em8,seir,odepe_v2_nopolish,1em8,0.01033918268635733,0.0015526792239576774
regression,0.01,seir_3_1em6,seir,odepe_v2_nopolish,1em6,0.027750085686673177,0.0021406395303011213
regression,0.01,seir_4_0,seir,odepe_v2_nopolish,0,0.018162738592708703,0.004217362029480286
regression,0.01,seir_5_1em6,seir,odepe_v2_nopolish,1em6,0.023925839031446818,0.0020415225860574435
regression,0.001,seir_7_1em8,seir,odepe_v2_nopolish,1em8,0.006901764992312332,0.00018778861968065486
regression,0.1,seir_8_1em8,seir,odepe_v2_nopolish,1em8,0.3841888289914685,0.032666315534931996
regression,0.001,seir_9_1em6,seir,odepe_v2_nopolish,1em6,0.018667274876823188,0.0006360631268076894
regression,0.01,seir_9_1em6,seir,odepe_v2_nopolish,1em6,0.018667274876823188,0.0006360631268076894
regression,0.01,sirt_treatment_0_1em6,sirt_treatment,odepe_v2_nopolish,1em6,0.02818300285852896,0.005286386030545821
regression,0.001,sirt_treatment_0_1em8,sirt_treatment,odepe_v2_nopolish,1em8,0.01794540132532997,0.0003422927795825763
regression,0.01,sirt_treatment_0_1em8,sirt_treatment,odepe_v2_nopolish,1em8,0.01794540132532997,0.0003422927795825763
regression,0.001,sirt_treatment_2_1em6,sirt_treatment,odepe_v2_nopolish,1em6,0.003306329854430294,0.00010372819526859404
regression,0.01,sirt_treatment_3_1em4,sirt_treatment,odepe_v2_nopolish,1em4,0.060493421938289,0.008303537372268107
regression,0.001,sirt_treatment_3_1em6,sirt_treatment,odepe_v2_nopolish,1em6,0.0015084803294170127,0.0001158785568530521
regression,0.001,sirt_treatment_6_1em6,sirt_treatment,odepe_v2_nopolish,1em6,0.0026896108144218982,6.002314388758283e-05
regression,0.01,sirt_treatment_7_1em4,sirt_treatment,odepe_v2_nopolish,1em4,0.02973016410616133,0.005532967859763376
regression,0.01,sirt_treatment_8_1em4,sirt_treatment,odepe_v2_nopolish,1em4,0.018122926643260994,0.001854755945914021
regression,0.001,sirt_treatment_9_1em6,sirt_treatment,odepe_v2_nopolish,1em6,0.0011812258852344525,0.00041587663237181575
regression,0.01,slow_fast_2_1em4,slow_fast,odepe_v2_nopolish,1em4,0.010023472044817404,0.00129198106617897
regression,0.001,slow_fast_4_1em4,slow_fast,odepe_v2_nopolish,1em4,0.004115021434198226,0.0007499161667538631
regression,0.01,slow_fast_7_1em4,slow_fast,odepe_v2_nopolish,1em4,0.012547544141922653,0.0011011095827708904
regression,0.001,vanderpol_0_1em2,vanderpol,odepe_v2_nopolish,1em2,0.010206799580973437,0.00019784299549421264
regression,0.01,vanderpol_0_1em2,vanderpol,odepe_v2_nopolish,1em2,0.010206799580973437,0.00019784299549421264
regression,0.001,vanderpol_1_1em2,vanderpol,odepe_v2_nopolish,1em2,0.0011003302236850321,0.000268052747143792
regression,0.001,vanderpol_5_1em4,vanderpol,odepe_v2_nopolish,1em4,0.0038019643334971046,0.0004420008973677424
regression,0.001,vanderpol_6_1em2,vanderpol,odepe_v2_nopolish,1em2,0.02436388044797574,0.0009081043580007177
regression,0.01,vanderpol_6_1em2,vanderpol,odepe_v2_nopolish,1em2,0.02436388044797574,0.0009081043580007177
regression,0.001,vanderpol_7_1em2,vanderpol,odepe_v2_nopolish,1em2,0.0017350711991111515,0.00020656700834411354
regression,0.01,vanderpol_8_1em2,vanderpol,odepe_v2_nopolish,1em2,0.028622963220031487,0.0024267175111146477
regression,0.01,vanderpol_9_1em2,vanderpol,odepe_v2_nopolish,1em2,0.01916781903932964,0.007194209245163731
regression,0.001,vanderpol_9_1em4,vanderpol,odepe_v2_nopolish,1em4,0.007563077003395209,0.0002691391370791425
