direction,threshold,id,system,run,noise_label,new_oracle,old_oracle
regression,0.001,biohydrogenation_2_0,biohydrogenation,odepe_v2_nopolish,0,0.011004404183392427,1.2097620272241343e-05
regression,0.01,biohydrogenation_2_0,biohydrogenation,odepe_v2_nopolish,0,0.011004404183392427,1.2097620272241343e-05
regression,0.5,biohydrogenation_2_1em8,biohydrogenation,odepe_v2_nopolish,1em8,0.671890525595962,0.1396982141827053
regression,0.01,biohydrogenation_7_1em6,biohydrogenation,odepe_v2_nopolish,1em6,0.030443335058781315,0.008123531546614564
regression,0.001,biohydrogenation_7_1em8,biohydrogenation,odepe_v2_nopolish,1em8,0.0020906923161107755,0.0004482033044585751
regression,0.5,biohydrogenation_8_1em6,biohydrogenation,odepe_v2_nopolish,1em6,0.5110821373434795,0.28964474561896403
regression,0.01,boost_converter_5_1em4,boost_converter,odepe_v2_nopolish,1em4,0.03479825242490514,0.009839334114742308
regression,0.1,boost_converter_7_1em2,boost_converter,odepe_v2_nopolish,1em2,0.10676766863956262,0.07082979894868893
regression,0.01,brusselator_4_1em4,brusselator,odepe_v2_nopolish,1em4,0.023495457403965532,0.0017368973770623944
regression,0.01,brusselator_7_1em8,brusselator,odepe_v2_nopolish,1em8,0.024854569303674186,0.0010663448143700468
regression,0.001,crauste_1_0,crauste,odepe_v2_nopolish,0,0.021555000537320713,2.5544581623342338e-05
regression,0.01,crauste_1_0,crauste,odepe_v2_nopolish,0,0.021555000537320713,2.5544581623342338e-05
regression,0.5,crauste_4_1em8,crauste,odepe_v2_nopolish,1em8,0.6436621359221428,0.2482503992013538
rescue,0.5,crauste_9_1em8,crauste,odepe_v2_nopolish,1em8,0.16125977469125785,1.7610962658370473
regression,0.001,cstr_0_0,cstr,odepe_v2_nopolish,0,0.005241195120018466,0.0001886372337800943
regression,0.5,cstr_0_1em8,cstr,odepe_v2_nopolish,1em8,2.272544590131154,0.2275960581646274
regression,0.01,cstr_2_1em8,cstr,odepe_v2_nopolish,1em8,0.021990526369353045,0.008371993657098668
regression,0.1,cstr_6_1em8,cstr,odepe_v2_nopolish,1em8,0.1380806012025791,0.06472546227649777
regression,0.001,daisy_mamil3_0_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.02082860297591486,0.0008400044191368375
regression,0.01,daisy_mamil3_0_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.02082860297591486,0.0008400044191368375
regression,0.001,daisy_mamil3_0_1em8,daisy_mamil3,odepe_v2_nopolish,1em8,0.0020272578719431294,0.000352371457038126
regression,0.01,daisy_mamil3_1_1em4,daisy_mamil3,odepe_v2_nopolish,1em4,0.02609197457423802,0.0071777327067664935
regression,0.001,daisy_mamil3_2_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.003462667078518722,0.00031775183944048567
regression,0.01,daisy_mamil3_3_1em4,daisy_mamil3,odepe_v2_nopolish,1em4,0.023489189914726732,0.006775993453551558
regression,0.001,daisy_mamil3_3_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.002667251854979981,0.00021713068848556508
regression,0.5,daisy_mamil3_4_1em2,daisy_mamil3,odepe_v2_nopolish,1em2,0.6265908203078819,0.48420762857777006
regression,0.001,daisy_mamil3_4_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.0032273099656863237,0.0004618414470167775
regression,0.001,daisy_mamil3_6_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.007658994681229615,0.00032852506816393416
regression,0.1,daisy_mamil3_7_1em4,daisy_mamil3,odepe_v2_nopolish,1em4,0.12913852007443488,0.06152817384496106
regression,0.001,daisy_mamil3_7_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.02789197296033311,0.000641884983393451
regression,0.01,daisy_mamil3_7_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.02789197296033311,0.000641884983393451
regression,0.001,daisy_mamil3_9_1em6,daisy_mamil3,odepe_v2_nopolish,1em6,0.00420696280990817,0.0007289156420016267
regression,0.001,daisy_mamil3_9_1em8,daisy_mamil3,odepe_v2_nopolish,1em8,0.00124863391683542,4.890602490183161e-05
regression,0.01,daisy_mamil4_0_1em6,daisy_mamil4,odepe_v2_nopolish,1em6,0.04382242117287692,0.00664954424156725
regression,0.01,daisy_mamil4_0_1em8,daisy_mamil4,odepe_v2_nopolish,1em8,0.010418208514507822,0.0023323459541423892
regression,0.001,daisy_mamil4_1_1em8,daisy_mamil4,odepe_v2_nopolish,1em8,0.0013309076794562732,0.0005610824382159125
regression,0.01,daisy_mamil4_2_1em4,daisy_mamil4,odepe_v2_nopolish,1em4,0.024794182671254075,0.007504627401324573
