,index,id,true_states,true_parameters,time_start,time_end,time_count,name,non_identifiable,noise,finished,has_result,software,result,time
640,128,crauste_8_1em8,"{'n': 0.568, 'e': 0.87, 's': 0.334, 'm': 0.293, 'p': 0.18}","{'muN': 0.673, 'muEE': 0.417, 'muLE': 0.552, 'muLL': 0.247, 'muM': 0.216, 'muP': 0.49, 'muPE': 0.384, 'muPL': 0.852, 'deltaNE': 0.712, 'deltaEL': 0.699, 'deltaLM': 0.823, 'rhoE': 0.167, 'rhoP': 0.542}",-1.0,1.0,1001,crauste,[],1e-08,False,False,pe,,
641,128,crauste_8_1em8,"{'n': 0.568, 'e': 0.87, 's': 0.334, 'm': 0.293, 'p': 0.18}","{'muN': 0.673, 'muEE': 0.417, 'muLE': 0.552, 'muLL': 0.247, 'muM': 0.216, 'muP': 0.49, 'muPE': 0.384, 'muPL': 0.852, 'deltaNE': 0.712, 'deltaEL': 0.699, 'deltaLM': 0.823, 'rhoE': 0.167, 'rhoP': 0.542}",-1.0,1.0,1001,crauste,[],1e-08,False,False,odepe,,
642,128,crauste_8_1em8,"{'n': 0.568, 'e': 0.87, 's': 0.334, 'm': 0.293, 'p': 0.18}","{'muN': 0.673, 'muEE': 0.417, 'muLE': 0.552, 'muLL': 0.247, 'muM': 0.216, 'muP': 0.49, 'muPE': 0.384, 'muPL': 0.852, 'deltaNE': 0.712, 'deltaEL': 0.699, 'deltaLM': 0.823, 'rhoE': 0.167, 'rhoP': 0.542}",-1.0,1.0,1001,crauste,[],1e-08,False,False,sciml,,
643,128,crauste_8_1em8,"{'n': 0.568, 'e': 0.87, 's': 0.334, 'm': 0.293, 'p': 0.18}","{'muN': 0.673, 'muEE': 0.417, 'muLE': 0.552, 'muLL': 0.247, 'muM': 0.216, 'muP': 0.49, 'muPE': 0.384, 'muPL': 0.852, 'deltaNE': 0.712, 'deltaEL': 0.699, 'deltaLM': 0.823, 'rhoE': 0.167, 'rhoP': 0.542}",-1.0,1.0,1001,crauste,[],1e-08,False,False,iqm,,
644,128,crauste_8_1em8,"{'n': 0.568, 'e': 0.87, 's': 0.334, 'm': 0.293, 'p': 0.18}","{'muN': 0.673, 'muEE': 0.417, 'muLE': 0.552, 'muLL': 0.247, 'muM': 0.216, 'muP': 0.49, 'muPE': 0.384, 'muPL': 0.852, 'deltaNE': 0.712, 'deltaEL': 0.699, 'deltaLM': 0.823, 'rhoE': 0.167, 'rhoP': 0.542}",-1.0,1.0,1001,crauste,[],1e-08,False,False,amigo2,,
645,129,crauste_9_1em8,"{'n': 0.859, 'e': 0.853, 's': 0.739, 'm': 0.604, 'p': 0.799}","{'muN': 0.113, 'muEE': 0.844, 'muLE': 0.636, 'muLL': 0.728, 'muM': 0.325, 'muP': 0.569, 'muPE': 0.151, 'muPL': 0.489, 'deltaNE': 0.882, 'deltaEL': 0.801, 'deltaLM': 0.371, 'rhoE': 0.869, 'rhoP': 0.285}",-1.0,1.0,1001,crauste,[],1e-08,False,False,pe,,
646,129,crauste_9_1em8,"{'n': 0.859, 'e': 0.853, 's': 0.739, 'm': 0.604, 'p': 0.799}","{'muN': 0.113, 'muEE': 0.844, 'muLE': 0.636, 'muLL': 0.728, 'muM': 0.325, 'muP': 0.569, 'muPE': 0.151, 'muPL': 0.489, 'deltaNE': 0.882, 'deltaEL': 0.801, 'deltaLM': 0.371, 'rhoE': 0.869, 'rhoP': 0.285}",-1.0,1.0,1001,crauste,[],1e-08,False,False,odepe,,
647,129,crauste_9_1em8,"{'n': 0.859, 'e': 0.853, 's': 0.739, 'm': 0.604, 'p': 0.799}","{'muN': 0.113, 'muEE': 0.844, 'muLE': 0.636, 'muLL': 0.728, 'muM': 0.325, 'muP': 0.569, 'muPE': 0.151, 'muPL': 0.489, 'deltaNE': 0.882, 'deltaEL': 0.801, 'deltaLM': 0.371, 'rhoE': 0.869, 'rhoP': 0.285}",-1.0,1.0,1001,crauste,[],1e-08,False,False,sciml,,
648,129,crauste_9_1em8,"{'n': 0.859, 'e': 0.853, 's': 0.739, 'm': 0.604, 'p': 0.799}","{'muN': 0.113, 'muEE': 0.844, 'muLE': 0.636, 'muLL': 0.728, 'muM': 0.325, 'muP': 0.569, 'muPE': 0.151, 'muPL': 0.489, 'deltaNE': 0.882, 'deltaEL': 0.801, 'deltaLM': 0.371, 'rhoE': 0.869, 'rhoP': 0.285}",-1.0,1.0,1001,crauste,[],1e-08,False,False,iqm,,
649,129,crauste_9_1em8,"{'n': 0.859, 'e': 0.853, 's': 0.739, 'm': 0.604, 'p': 0.799}","{'muN': 0.113, 'muEE': 0.844, 'muLE': 0.636, 'muLL': 0.728, 'muM': 0.325, 'muP': 0.569, 'muPE': 0.151, 'muPL': 0.489, 'deltaNE': 0.882, 'deltaEL': 0.801, 'deltaLM': 0.371, 'rhoE': 0.869, 'rhoP': 0.285}",-1.0,1.0,1001,crauste,[],1e-08,False,False,amigo2,,
650,130,daisy_mamil3_0_1em8,"{'x1': 0.219, 'x2': 0.885, 'x3': 0.483}","{'a12': 0.334, 'a13': 0.779, 'a21': 0.594, 'a31': 0.111, 'a01': 0.378}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
651,130,daisy_mamil3_0_1em8,"{'x1': 0.219, 'x2': 0.885, 'x3': 0.483}","{'a12': 0.334, 'a13': 0.779, 'a21': 0.594, 'a31': 0.111, 'a01': 0.378}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
652,130,daisy_mamil3_0_1em8,"{'x1': 0.219, 'x2': 0.885, 'x3': 0.483}","{'a12': 0.334, 'a13': 0.779, 'a21': 0.594, 'a31': 0.111, 'a01': 0.378}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
653,130,daisy_mamil3_0_1em8,"{'x1': 0.219, 'x2': 0.885, 'x3': 0.483}","{'a12': 0.334, 'a13': 0.779, 'a21': 0.594, 'a31': 0.111, 'a01': 0.378}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
654,130,daisy_mamil3_0_1em8,"{'x1': 0.219, 'x2': 0.885, 'x3': 0.483}","{'a12': 0.334, 'a13': 0.779, 'a21': 0.594, 'a31': 0.111, 'a01': 0.378}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
655,131,daisy_mamil3_1_1em8,"{'x1': 0.252, 'x2': 0.509, 'x3': 0.279}","{'a12': 0.498, 'a13': 0.612, 'a21': 0.395, 'a31': 0.21, 'a01': 0.758}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
656,131,daisy_mamil3_1_1em8,"{'x1': 0.252, 'x2': 0.509, 'x3': 0.279}","{'a12': 0.498, 'a13': 0.612, 'a21': 0.395, 'a31': 0.21, 'a01': 0.758}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
657,131,daisy_mamil3_1_1em8,"{'x1': 0.252, 'x2': 0.509, 'x3': 0.279}","{'a12': 0.498, 'a13': 0.612, 'a21': 0.395, 'a31': 0.21, 'a01': 0.758}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
658,131,daisy_mamil3_1_1em8,"{'x1': 0.252, 'x2': 0.509, 'x3': 0.279}","{'a12': 0.498, 'a13': 0.612, 'a21': 0.395, 'a31': 0.21, 'a01': 0.758}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
659,131,daisy_mamil3_1_1em8,"{'x1': 0.252, 'x2': 0.509, 'x3': 0.279}","{'a12': 0.498, 'a13': 0.612, 'a21': 0.395, 'a31': 0.21, 'a01': 0.758}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
660,132,daisy_mamil3_2_1em8,"{'x1': 0.719, 'x2': 0.367, 'x3': 0.165}","{'a12': 0.178, 'a13': 0.79, 'a21': 0.878, 'a31': 0.869, 'a01': 0.825}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
661,132,daisy_mamil3_2_1em8,"{'x1': 0.719, 'x2': 0.367, 'x3': 0.165}","{'a12': 0.178, 'a13': 0.79, 'a21': 0.878, 'a31': 0.869, 'a01': 0.825}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
662,132,daisy_mamil3_2_1em8,"{'x1': 0.719, 'x2': 0.367, 'x3': 0.165}","{'a12': 0.178, 'a13': 0.79, 'a21': 0.878, 'a31': 0.869, 'a01': 0.825}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
663,132,daisy_mamil3_2_1em8,"{'x1': 0.719, 'x2': 0.367, 'x3': 0.165}","{'a12': 0.178, 'a13': 0.79, 'a21': 0.878, 'a31': 0.869, 'a01': 0.825}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
664,132,daisy_mamil3_2_1em8,"{'x1': 0.719, 'x2': 0.367, 'x3': 0.165}","{'a12': 0.178, 'a13': 0.79, 'a21': 0.878, 'a31': 0.869, 'a01': 0.825}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
665,133,daisy_mamil3_3_1em8,"{'x1': 0.109, 'x2': 0.716, 'x3': 0.218}","{'a12': 0.426, 'a13': 0.286, 'a21': 0.206, 'a31': 0.143, 'a01': 0.68}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
666,133,daisy_mamil3_3_1em8,"{'x1': 0.109, 'x2': 0.716, 'x3': 0.218}","{'a12': 0.426, 'a13': 0.286, 'a21': 0.206, 'a31': 0.143, 'a01': 0.68}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
667,133,daisy_mamil3_3_1em8,"{'x1': 0.109, 'x2': 0.716, 'x3': 0.218}","{'a12': 0.426, 'a13': 0.286, 'a21': 0.206, 'a31': 0.143, 'a01': 0.68}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
668,133,daisy_mamil3_3_1em8,"{'x1': 0.109, 'x2': 0.716, 'x3': 0.218}","{'a12': 0.426, 'a13': 0.286, 'a21': 0.206, 'a31': 0.143, 'a01': 0.68}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
669,133,daisy_mamil3_3_1em8,"{'x1': 0.109, 'x2': 0.716, 'x3': 0.218}","{'a12': 0.426, 'a13': 0.286, 'a21': 0.206, 'a31': 0.143, 'a01': 0.68}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
670,134,daisy_mamil3_4_1em8,"{'x1': 0.546, 'x2': 0.788, 'x3': 0.682}","{'a12': 0.164, 'a13': 0.172, 'a21': 0.638, 'a31': 0.296, 'a01': 0.436}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
671,134,daisy_mamil3_4_1em8,"{'x1': 0.546, 'x2': 0.788, 'x3': 0.682}","{'a12': 0.164, 'a13': 0.172, 'a21': 0.638, 'a31': 0.296, 'a01': 0.436}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
672,134,daisy_mamil3_4_1em8,"{'x1': 0.546, 'x2': 0.788, 'x3': 0.682}","{'a12': 0.164, 'a13': 0.172, 'a21': 0.638, 'a31': 0.296, 'a01': 0.436}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
673,134,daisy_mamil3_4_1em8,"{'x1': 0.546, 'x2': 0.788, 'x3': 0.682}","{'a12': 0.164, 'a13': 0.172, 'a21': 0.638, 'a31': 0.296, 'a01': 0.436}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
674,134,daisy_mamil3_4_1em8,"{'x1': 0.546, 'x2': 0.788, 'x3': 0.682}","{'a12': 0.164, 'a13': 0.172, 'a21': 0.638, 'a31': 0.296, 'a01': 0.436}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
675,135,daisy_mamil3_5_1em8,"{'x1': 0.465, 'x2': 0.647, 'x3': 0.657}","{'a12': 0.316, 'a13': 0.205, 'a21': 0.144, 'a31': 0.341, 'a01': 0.31}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
676,135,daisy_mamil3_5_1em8,"{'x1': 0.465, 'x2': 0.647, 'x3': 0.657}","{'a12': 0.316, 'a13': 0.205, 'a21': 0.144, 'a31': 0.341, 'a01': 0.31}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
677,135,daisy_mamil3_5_1em8,"{'x1': 0.465, 'x2': 0.647, 'x3': 0.657}","{'a12': 0.316, 'a13': 0.205, 'a21': 0.144, 'a31': 0.341, 'a01': 0.31}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
678,135,daisy_mamil3_5_1em8,"{'x1': 0.465, 'x2': 0.647, 'x3': 0.657}","{'a12': 0.316, 'a13': 0.205, 'a21': 0.144, 'a31': 0.341, 'a01': 0.31}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
679,135,daisy_mamil3_5_1em8,"{'x1': 0.465, 'x2': 0.647, 'x3': 0.657}","{'a12': 0.316, 'a13': 0.205, 'a21': 0.144, 'a31': 0.341, 'a01': 0.31}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
680,136,daisy_mamil3_6_1em8,"{'x1': 0.658, 'x2': 0.723, 'x3': 0.722}","{'a12': 0.327, 'a13': 0.404, 'a21': 0.245, 'a31': 0.731, 'a01': 0.145}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
681,136,daisy_mamil3_6_1em8,"{'x1': 0.658, 'x2': 0.723, 'x3': 0.722}","{'a12': 0.327, 'a13': 0.404, 'a21': 0.245, 'a31': 0.731, 'a01': 0.145}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
682,136,daisy_mamil3_6_1em8,"{'x1': 0.658, 'x2': 0.723, 'x3': 0.722}","{'a12': 0.327, 'a13': 0.404, 'a21': 0.245, 'a31': 0.731, 'a01': 0.145}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
683,136,daisy_mamil3_6_1em8,"{'x1': 0.658, 'x2': 0.723, 'x3': 0.722}","{'a12': 0.327, 'a13': 0.404, 'a21': 0.245, 'a31': 0.731, 'a01': 0.145}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
684,136,daisy_mamil3_6_1em8,"{'x1': 0.658, 'x2': 0.723, 'x3': 0.722}","{'a12': 0.327, 'a13': 0.404, 'a21': 0.245, 'a31': 0.731, 'a01': 0.145}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
685,137,daisy_mamil3_7_1em8,"{'x1': 0.258, 'x2': 0.468, 'x3': 0.136}","{'a12': 0.308, 'a13': 0.399, 'a21': 0.57, 'a31': 0.318, 'a01': 0.397}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
686,137,daisy_mamil3_7_1em8,"{'x1': 0.258, 'x2': 0.468, 'x3': 0.136}","{'a12': 0.308, 'a13': 0.399, 'a21': 0.57, 'a31': 0.318, 'a01': 0.397}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
687,137,daisy_mamil3_7_1em8,"{'x1': 0.258, 'x2': 0.468, 'x3': 0.136}","{'a12': 0.308, 'a13': 0.399, 'a21': 0.57, 'a31': 0.318, 'a01': 0.397}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
688,137,daisy_mamil3_7_1em8,"{'x1': 0.258, 'x2': 0.468, 'x3': 0.136}","{'a12': 0.308, 'a13': 0.399, 'a21': 0.57, 'a31': 0.318, 'a01': 0.397}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
689,137,daisy_mamil3_7_1em8,"{'x1': 0.258, 'x2': 0.468, 'x3': 0.136}","{'a12': 0.308, 'a13': 0.399, 'a21': 0.57, 'a31': 0.318, 'a01': 0.397}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
690,138,daisy_mamil3_8_1em8,"{'x1': 0.868, 'x2': 0.616, 'x3': 0.128}","{'a12': 0.74, 'a13': 0.162, 'a21': 0.515, 'a31': 0.345, 'a01': 0.562}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
691,138,daisy_mamil3_8_1em8,"{'x1': 0.868, 'x2': 0.616, 'x3': 0.128}","{'a12': 0.74, 'a13': 0.162, 'a21': 0.515, 'a31': 0.345, 'a01': 0.562}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
692,138,daisy_mamil3_8_1em8,"{'x1': 0.868, 'x2': 0.616, 'x3': 0.128}","{'a12': 0.74, 'a13': 0.162, 'a21': 0.515, 'a31': 0.345, 'a01': 0.562}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
693,138,daisy_mamil3_8_1em8,"{'x1': 0.868, 'x2': 0.616, 'x3': 0.128}","{'a12': 0.74, 'a13': 0.162, 'a21': 0.515, 'a31': 0.345, 'a01': 0.562}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
694,138,daisy_mamil3_8_1em8,"{'x1': 0.868, 'x2': 0.616, 'x3': 0.128}","{'a12': 0.74, 'a13': 0.162, 'a21': 0.515, 'a31': 0.345, 'a01': 0.562}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
695,139,daisy_mamil3_9_1em8,"{'x1': 0.203, 'x2': 0.414, 'x3': 0.865}","{'a12': 0.444, 'a13': 0.508, 'a21': 0.529, 'a31': 0.645, 'a01': 0.322}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,pe,,
696,139,daisy_mamil3_9_1em8,"{'x1': 0.203, 'x2': 0.414, 'x3': 0.865}","{'a12': 0.444, 'a13': 0.508, 'a21': 0.529, 'a31': 0.645, 'a01': 0.322}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,odepe,,
697,139,daisy_mamil3_9_1em8,"{'x1': 0.203, 'x2': 0.414, 'x3': 0.865}","{'a12': 0.444, 'a13': 0.508, 'a21': 0.529, 'a31': 0.645, 'a01': 0.322}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,sciml,,
698,139,daisy_mamil3_9_1em8,"{'x1': 0.203, 'x2': 0.414, 'x3': 0.865}","{'a12': 0.444, 'a13': 0.508, 'a21': 0.529, 'a31': 0.645, 'a01': 0.322}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,iqm,,
699,139,daisy_mamil3_9_1em8,"{'x1': 0.203, 'x2': 0.414, 'x3': 0.865}","{'a12': 0.444, 'a13': 0.508, 'a21': 0.529, 'a31': 0.645, 'a01': 0.322}",-1.0,1.0,1001,daisy_mamil3,[],1e-08,False,False,amigo2,,
700,140,daisy_mamil4_0_1em8,"{'x1': 0.419, 'x2': 0.823, 'x3': 0.652, 'x4': 0.66}","{'k01': 0.25, 'k12': 0.823, 'k13': 0.535, 'k14': 0.466, 'k21': 0.806, 'k31': 0.467, 'k41': 0.679}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
701,140,daisy_mamil4_0_1em8,"{'x1': 0.419, 'x2': 0.823, 'x3': 0.652, 'x4': 0.66}","{'k01': 0.25, 'k12': 0.823, 'k13': 0.535, 'k14': 0.466, 'k21': 0.806, 'k31': 0.467, 'k41': 0.679}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,odepe,,
702,140,daisy_mamil4_0_1em8,"{'x1': 0.419, 'x2': 0.823, 'x3': 0.652, 'x4': 0.66}","{'k01': 0.25, 'k12': 0.823, 'k13': 0.535, 'k14': 0.466, 'k21': 0.806, 'k31': 0.467, 'k41': 0.679}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,sciml,,
703,140,daisy_mamil4_0_1em8,"{'x1': 0.419, 'x2': 0.823, 'x3': 0.652, 'x4': 0.66}","{'k01': 0.25, 'k12': 0.823, 'k13': 0.535, 'k14': 0.466, 'k21': 0.806, 'k31': 0.467, 'k41': 0.679}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,iqm,,
704,140,daisy_mamil4_0_1em8,"{'x1': 0.419, 'x2': 0.823, 'x3': 0.652, 'x4': 0.66}","{'k01': 0.25, 'k12': 0.823, 'k13': 0.535, 'k14': 0.466, 'k21': 0.806, 'k31': 0.467, 'k41': 0.679}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,amigo2,,
705,141,daisy_mamil4_1_1em8,"{'x1': 0.467, 'x2': 0.573, 'x3': 0.786, 'x4': 0.466}","{'k01': 0.362, 'k12': 0.705, 'k13': 0.609, 'k14': 0.292, 'k21': 0.228, 'k31': 0.737, 'k41': 0.867}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
706,141,daisy_mamil4_1_1em8,"{'x1': 0.467, 'x2': 0.573, 'x3': 0.786, 'x4': 0.466}","{'k01': 0.362, 'k12': 0.705, 'k13': 0.609, 'k14': 0.292, 'k21': 0.228, 'k31': 0.737, 'k41': 0.867}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,odepe,,
707,141,daisy_mamil4_1_1em8,"{'x1': 0.467, 'x2': 0.573, 'x3': 0.786, 'x4': 0.466}","{'k01': 0.362, 'k12': 0.705, 'k13': 0.609, 'k14': 0.292, 'k21': 0.228, 'k31': 0.737, 'k41': 0.867}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,sciml,,
708,141,daisy_mamil4_1_1em8,"{'x1': 0.467, 'x2': 0.573, 'x3': 0.786, 'x4': 0.466}","{'k01': 0.362, 'k12': 0.705, 'k13': 0.609, 'k14': 0.292, 'k21': 0.228, 'k31': 0.737, 'k41': 0.867}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,iqm,,
709,141,daisy_mamil4_1_1em8,"{'x1': 0.467, 'x2': 0.573, 'x3': 0.786, 'x4': 0.466}","{'k01': 0.362, 'k12': 0.705, 'k13': 0.609, 'k14': 0.292, 'k21': 0.228, 'k31': 0.737, 'k41': 0.867}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,amigo2,,
710,142,daisy_mamil4_2_1em8,"{'x1': 0.419, 'x2': 0.15, 'x3': 0.439, 'x4': 0.307}","{'k01': 0.861, 'k12': 0.561, 'k13': 0.757, 'k14': 0.827, 'k21': 0.752, 'k31': 0.228, 'k41': 0.603}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
711,142,daisy_mamil4_2_1em8,"{'x1': 0.419, 'x2': 0.15, 'x3': 0.439, 'x4': 0.307}","{'k01': 0.861, 'k12': 0.561, 'k13': 0.757, 'k14': 0.827, 'k21': 0.752, 'k31': 0.228, 'k41': 0.603}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,odepe,,
712,142,daisy_mamil4_2_1em8,"{'x1': 0.419, 'x2': 0.15, 'x3': 0.439, 'x4': 0.307}","{'k01': 0.861, 'k12': 0.561, 'k13': 0.757, 'k14': 0.827, 'k21': 0.752, 'k31': 0.228, 'k41': 0.603}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,sciml,,
713,142,daisy_mamil4_2_1em8,"{'x1': 0.419, 'x2': 0.15, 'x3': 0.439, 'x4': 0.307}","{'k01': 0.861, 'k12': 0.561, 'k13': 0.757, 'k14': 0.827, 'k21': 0.752, 'k31': 0.228, 'k41': 0.603}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,iqm,,
714,142,daisy_mamil4_2_1em8,"{'x1': 0.419, 'x2': 0.15, 'x3': 0.439, 'x4': 0.307}","{'k01': 0.861, 'k12': 0.561, 'k13': 0.757, 'k14': 0.827, 'k21': 0.752, 'k31': 0.228, 'k41': 0.603}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,amigo2,,
715,143,daisy_mamil4_3_1em8,"{'x1': 0.421, 'x2': 0.843, 'x3': 0.18, 'x4': 0.856}","{'k01': 0.779, 'k12': 0.127, 'k13': 0.867, 'k14': 0.384, 'k21': 0.385, 'k31': 0.113, 'k41': 0.248}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
716,143,daisy_mamil4_3_1em8,"{'x1': 0.421, 'x2': 0.843, 'x3': 0.18, 'x4': 0.856}","{'k01': 0.779, 'k12': 0.127, 'k13': 0.867, 'k14': 0.384, 'k21': 0.385, 'k31': 0.113, 'k41': 0.248}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,odepe,,
717,143,daisy_mamil4_3_1em8,"{'x1': 0.421, 'x2': 0.843, 'x3': 0.18, 'x4': 0.856}","{'k01': 0.779, 'k12': 0.127, 'k13': 0.867, 'k14': 0.384, 'k21': 0.385, 'k31': 0.113, 'k41': 0.248}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,sciml,,
718,143,daisy_mamil4_3_1em8,"{'x1': 0.421, 'x2': 0.843, 'x3': 0.18, 'x4': 0.856}","{'k01': 0.779, 'k12': 0.127, 'k13': 0.867, 'k14': 0.384, 'k21': 0.385, 'k31': 0.113, 'k41': 0.248}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,iqm,,
719,143,daisy_mamil4_3_1em8,"{'x1': 0.421, 'x2': 0.843, 'x3': 0.18, 'x4': 0.856}","{'k01': 0.779, 'k12': 0.127, 'k13': 0.867, 'k14': 0.384, 'k21': 0.385, 'k31': 0.113, 'k41': 0.248}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,amigo2,,
720,144,daisy_mamil4_4_1em8,"{'x1': 0.443, 'x2': 0.154, 'x3': 0.302, 'x4': 0.277}","{'k01': 0.796, 'k12': 0.463, 'k13': 0.361, 'k14': 0.286, 'k21': 0.592, 'k31': 0.126, 'k41': 0.112}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
721,144,daisy_mamil4_4_1em8,"{'x1': 0.443, 'x2': 0.154, 'x3': 0.302, 'x4': 0.277}","{'k01': 0.796, 'k12': 0.463, 'k13': 0.361, 'k14': 0.286, 'k21': 0.592, 'k31': 0.126, 'k41': 0.112}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,odepe,,
722,144,daisy_mamil4_4_1em8,"{'x1': 0.443, 'x2': 0.154, 'x3': 0.302, 'x4': 0.277}","{'k01': 0.796, 'k12': 0.463, 'k13': 0.361, 'k14': 0.286, 'k21': 0.592, 'k31': 0.126, 'k41': 0.112}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,sciml,,
723,144,daisy_mamil4_4_1em8,"{'x1': 0.443, 'x2': 0.154, 'x3': 0.302, 'x4': 0.277}","{'k01': 0.796, 'k12': 0.463, 'k13': 0.361, 'k14': 0.286, 'k21': 0.592, 'k31': 0.126, 'k41': 0.112}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,iqm,,
724,144,daisy_mamil4_4_1em8,"{'x1': 0.443, 'x2': 0.154, 'x3': 0.302, 'x4': 0.277}","{'k01': 0.796, 'k12': 0.463, 'k13': 0.361, 'k14': 0.286, 'k21': 0.592, 'k31': 0.126, 'k41': 0.112}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,amigo2,,
725,145,daisy_mamil4_5_1em8,"{'x1': 0.427, 'x2': 0.23, 'x3': 0.611, 'x4': 0.492}","{'k01': 0.303, 'k12': 0.205, 'k13': 0.11, 'k14': 0.192, 'k21': 0.595, 'k31': 0.879, 'k41': 0.892}",-1.0,1.0,1001,daisy_mamil4,[],1e-08,False,False,pe,,
