system,noise,instance,method,row_idx,n_returned,expected_M,expected_M_physical,orbit_type,assigned_orbit_index,max_rel_error,hit_at_50,distinct_branch_hits,duplicate_branch_fraction,branch_coverage_fraction,cluster_distinct_count
slow_fast,0,208,odepe_v2_nopolish,1,2,2,1,none,0,2.5853807836778526,False,1,0.0,1.0,2
slow_fast,0,208,amigo2,0,1,2,1,none,0,6.640336471602205e-09,True,1,0.0,1.0,1
slow_fast,0,208,odepe_shade,0,1,2,1,none,0,2.0064885317521894,False,0,0.0,0.0,1
slow_fast,0,209,odepe_v2_polish,0,2,2,1,none,0,2.454504261531363e-13,True,1,0.0,1.0,2
slow_fast,0,209,odepe_v2_polish,1,2,2,1,none,0,1.7986975836291235,False,1,0.0,1.0,2
slow_fast,0,209,odepe_v2_nopolish,0,2,2,1,none,0,1.7986975836371015,False,1,0.0,1.0,2
slow_fast,0,209,odepe_v2_nopolish,1,2,2,1,none,0,9.23046824160186e-11,True,1,0.0,1.0,2
slow_fast,0,209,amigo2,0,1,2,1,none,0,4.112104520905757e-10,True,1,0.0,1.0,1
slow_fast,0,209,odepe_shade,0,1,2,1,none,0,3.7107354226388147e-11,True,1,0.0,1.0,1
biohydrogenation,1em8,250,odepe_v2_polish,0,2,2,1,none,0,8.5383341647471e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,250,odepe_v2_polish,1,2,2,1,none,0,8.53067267924611e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,250,odepe_v2_nopolish,0,2,2,1,none,0,0.7048532000980037,False,1,0.0,1.0,2
biohydrogenation,1em8,250,odepe_v2_nopolish,1,2,2,1,none,0,0.23512503632421533,True,1,0.0,1.0,2
biohydrogenation,1em8,250,amigo2,0,1,2,1,none,0,21.181998890383205,False,0,0.0,0.0,1
biohydrogenation,1em8,250,odepe_shade,0,1,2,1,none,0,20.770198429822823,False,0,0.0,0.0,1
biohydrogenation,1em8,251,odepe_v2_polish,0,2,2,1,none,0,0.0003400401938090611,True,2,0.0,2.0,2
biohydrogenation,1em8,251,odepe_v2_polish,1,2,2,1,none,0,0.0003400158163377926,True,2,0.0,2.0,2
biohydrogenation,1em8,251,odepe_v2_nopolish,0,2,2,1,none,0,0.7446944162428212,False,0,0.0,0.0,2
biohydrogenation,1em8,251,odepe_v2_nopolish,1,2,2,1,none,0,1.20293606219421,False,0,0.0,0.0,2
biohydrogenation,1em8,251,amigo2,0,1,2,1,none,0,0.9995510823170809,False,0,0.0,0.0,1
biohydrogenation,1em8,251,odepe_shade,0,1,2,1,none,0,0.999940361377672,False,0,0.0,0.0,1
biohydrogenation,1em8,252,odepe_v2_polish,0,2,2,1,none,0,0.0013029571616702824,True,2,0.0,2.0,2
biohydrogenation,1em8,252,odepe_v2_polish,1,2,2,1,none,0,0.0013829864111995999,True,2,0.0,2.0,2
biohydrogenation,1em8,252,odepe_v2_nopolish,0,2,2,1,none,0,0.8552416889509973,False,0,0.0,0.0,2
biohydrogenation,1em8,252,odepe_v2_nopolish,1,2,2,1,none,0,0.830219241295684,False,0,0.0,0.0,2
biohydrogenation,1em8,252,amigo2,0,1,2,1,none,0,0.638203459257786,False,0,0.0,0.0,1
biohydrogenation,1em8,252,odepe_shade,0,1,2,1,none,0,7.799825693656361,False,0,0.0,0.0,1
biohydrogenation,1em8,253,odepe_v2_polish,0,2,2,1,none,0,0.0008278504052634655,True,2,0.0,2.0,2
biohydrogenation,1em8,253,odepe_v2_polish,1,2,2,1,none,0,0.0008278553497496165,True,2,0.0,2.0,2
biohydrogenation,1em8,253,odepe_v2_nopolish,0,2,2,1,none,0,0.4073709552366592,True,1,0.0,1.0,2
biohydrogenation,1em8,253,odepe_v2_nopolish,1,2,2,1,none,0,0.5275199975300753,False,1,0.0,1.0,2
biohydrogenation,1em8,253,amigo2,0,1,2,1,none,0,3.1473933105292144,False,0,0.0,0.0,1
biohydrogenation,1em8,253,odepe_shade,0,1,2,1,none,0,0.9999037187353853,False,0,0.0,0.0,1
biohydrogenation,1em8,254,odepe_v2_polish,-1,0,2,1,none,,,,0,,0.0,0
biohydrogenation,1em8,254,odepe_v2_nopolish,0,2,2,1,none,0,0.005865219535212243,True,2,0.0,2.0,2
biohydrogenation,1em8,254,odepe_v2_nopolish,1,2,2,1,none,0,0.012045747762706057,True,2,0.0,2.0,2
biohydrogenation,1em8,254,amigo2,0,1,2,1,none,0,0.9993862806826466,False,0,0.0,0.0,1
biohydrogenation,1em8,254,odepe_shade,0,1,2,1,none,0,0.10871856804666571,True,1,0.0,1.0,1
biohydrogenation,1em8,255,odepe_v2_polish,0,2,2,1,none,0,6.730117780302394e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,255,odepe_v2_polish,1,2,2,1,none,0,6.739248569446775e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,255,odepe_v2_nopolish,0,2,2,1,none,0,0.12927589920084326,True,2,0.0,2.0,2
biohydrogenation,1em8,255,odepe_v2_nopolish,1,2,2,1,none,0,0.13437310411158987,True,2,0.0,2.0,2
biohydrogenation,1em8,255,amigo2,0,1,2,1,none,0,1.4796783588439493,False,0,0.0,0.0,1
biohydrogenation,1em8,255,odepe_shade,0,1,2,1,none,0,0.1066116058681497,True,1,0.0,1.0,1
biohydrogenation,1em8,256,odepe_v2_polish,0,2,2,1,none,0,0.009289073399648563,True,2,0.0,2.0,2
biohydrogenation,1em8,256,odepe_v2_polish,1,2,2,1,none,0,0.009304134196526327,True,2,0.0,2.0,2
biohydrogenation,1em8,256,odepe_v2_nopolish,0,2,2,1,none,0,0.8903065832446453,False,1,0.0,1.0,2
biohydrogenation,1em8,256,odepe_v2_nopolish,1,2,2,1,none,0,0.327942784158236,True,1,0.0,1.0,2
biohydrogenation,1em8,256,amigo2,0,1,2,1,none,0,0.9999762470308788,False,0,0.0,0.0,1
biohydrogenation,1em8,256,odepe_shade,0,1,2,1,none,0,9.797742606357378,False,0,0.0,0.0,1
biohydrogenation,1em8,257,odepe_v2_polish,0,2,2,1,none,0,0.00016490859958403744,True,2,0.0,2.0,2
biohydrogenation,1em8,257,odepe_v2_polish,1,2,2,1,none,0,0.0001649232242281933,True,2,0.0,2.0,2
biohydrogenation,1em8,257,odepe_v2_nopolish,0,2,2,1,none,0,0.002099910194074949,True,2,0.0,2.0,2
biohydrogenation,1em8,257,odepe_v2_nopolish,1,2,2,1,none,0,0.0029832456359044886,True,2,0.0,2.0,2
biohydrogenation,1em8,257,amigo2,0,1,2,1,none,0,28.41176470588235,False,0,0.0,0.0,1
biohydrogenation,1em8,257,odepe_shade,0,1,2,1,none,0,0.9578913696970984,False,0,0.0,0.0,1
biohydrogenation,1em8,258,odepe_v2_polish,0,2,2,1,none,0,8.262183837175404e-05,True,1,0.5,1.0,1
biohydrogenation,1em8,258,odepe_v2_polish,1,2,2,1,none,0,8.265333145818396e-05,True,1,0.5,1.0,1
biohydrogenation,1em8,258,odepe_v2_nopolish,0,2,2,1,none,0,0.0067140698958096,True,2,0.0,2.0,2
biohydrogenation,1em8,258,odepe_v2_nopolish,1,2,2,1,none,0,0.031909838855155206,True,2,0.0,2.0,2
biohydrogenation,1em8,258,amigo2,0,1,2,1,none,0,8.822825900214442,False,0,0.0,0.0,1
biohydrogenation,1em8,258,odepe_shade,0,1,2,1,none,0,0.9999439533057592,False,0,0.0,0.0,1
biohydrogenation,1em8,259,odepe_v2_polish,0,2,2,1,none,0,6.28480578181619e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,259,odepe_v2_polish,1,2,2,1,none,0,6.286297283735174e-05,True,2,0.0,2.0,2
biohydrogenation,1em8,259,odepe_v2_nopolish,0,2,2,1,none,0,0.5246800569746018,False,0,0.0,0.0,2
biohydrogenation,1em8,259,odepe_v2_nopolish,1,2,2,1,none,0,0.9802069289587542,False,0,0.0,0.0,2
biohydrogenation,1em8,259,amigo2,0,1,2,1,none,0,4.194779710172499,False,0,0.0,0.0,1
biohydrogenation,1em8,259,odepe_shade,0,1,2,1,none,0,0.9399022204155241,False,0,0.0,0.0,1
daisy_mamil4,1em8,310,odepe_v2_polish,0,2,2,2,none,0,4.09095962436967e-06,True,1,0.0,0.5,2
daisy_mamil4,1em8,310,odepe_v2_polish,1,2,2,2,none,0,1.8686909500105913,False,1,0.0,0.5,2
daisy_mamil4,1em8,310,odepe_v2_nopolish,0,2,2,2,none,0,1.8697359217015468,False,1,0.0,0.5,2
daisy_mamil4,1em8,310,odepe_v2_nopolish,1,2,2,2,none,0,0.0010427903072284838,True,1,0.0,0.5,2
daisy_mamil4,1em8,310,amigo2,0,1,2,2,none,0,4.276423128818953e-06,True,1,0.0,0.5,1
daisy_mamil4,1em8,310,odepe_shade,0,1,2,2,none,0,4.090434706998596e-06,True,1,0.0,0.5,1
daisy_mamil4,1em8,311,odepe_v2_polish,0,2,2,2,none,0,0.45095919197179885,True,2,0.0,1.0,2
daisy_mamil4,1em8,311,odepe_v2_polish,1,2,2,2,none,0,1.2399118306554756e-05,True,2,0.0,1.0,2
daisy_mamil4,1em8,311,odepe_v2_nopolish,0,2,2,2,none,0,0.45183322804549336,True,2,0.0,1.0,2
daisy_mamil4,1em8,311,odepe_v2_nopolish,1,2,2,2,none,0,0.0022458875856519464,True,2,0.0,1.0,2
daisy_mamil4,1em8,311,amigo2,0,1,2,2,none,0,1.2396032819337976e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,311,odepe_shade,0,1,2,2,none,0,1.2395918709525714e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,312,odepe_v2_polish,0,2,2,2,none,0,2.977401518856086,False,1,0.0,0.5,2
daisy_mamil4,1em8,312,odepe_v2_polish,1,2,2,2,none,0,5.203075487883631e-07,True,1,0.0,0.5,2
daisy_mamil4,1em8,312,odepe_v2_nopolish,0,2,2,2,none,0,1.7740524006161334e-05,True,1,0.0,0.5,2
daisy_mamil4,1em8,312,odepe_v2_nopolish,1,2,2,2,none,0,2.9774286968691253,False,1,0.0,0.5,2
daisy_mamil4,1em8,312,amigo2,0,1,2,2,none,0,2.9774015211096474,False,0,0.0,0.0,1
daisy_mamil4,1em8,312,odepe_shade,0,1,2,2,none,0,5.203029755707897e-07,True,1,0.0,0.5,1
daisy_mamil4,1em8,313,odepe_v2_polish,0,2,2,2,none,0,4.2424255224138445,False,1,0.0,0.5,2
daisy_mamil4,1em8,313,odepe_v2_polish,1,2,2,2,none,0,4.2510081700707605e-06,True,1,0.0,0.5,2
daisy_mamil4,1em8,313,odepe_v2_nopolish,0,2,2,2,none,0,0.0005962043202562247,True,1,0.0,0.5,2
daisy_mamil4,1em8,313,odepe_v2_nopolish,1,2,2,2,none,0,4.241824605719873,False,1,0.0,0.5,2
daisy_mamil4,1em8,313,amigo2,0,1,2,2,none,0,4.242425491138675,False,0,0.0,0.0,1
daisy_mamil4,1em8,313,odepe_shade,0,1,2,2,none,0,5.089743147793926,False,0,0.0,0.0,1
daisy_mamil4,1em8,314,odepe_v2_polish,0,2,2,2,none,0,0.36780927636023136,True,2,0.0,1.0,2
daisy_mamil4,1em8,314,odepe_v2_polish,1,2,2,2,none,0,2.7594218912216537e-05,True,2,0.0,1.0,2
daisy_mamil4,1em8,314,odepe_v2_nopolish,0,2,2,2,none,0,0.39139184512451747,True,2,0.0,1.0,2
daisy_mamil4,1em8,314,odepe_v2_nopolish,1,2,2,2,none,0,0.023214685079437157,True,2,0.0,1.0,2
daisy_mamil4,1em8,314,amigo2,0,1,2,2,none,0,0.36780937115590207,True,1,0.0,0.5,1
daisy_mamil4,1em8,314,odepe_shade,0,1,2,2,none,0,2.759238319387797e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,315,odepe_v2_polish,0,2,2,2,none,0,2.960249675942883e-05,True,1,0.0,0.5,2
daisy_mamil4,1em8,315,odepe_v2_polish,1,2,2,2,none,0,3.5171262809282444,False,1,0.0,0.5,2
daisy_mamil4,1em8,315,odepe_v2_nopolish,0,2,2,2,none,0,0.0036821840066726566,True,1,0.0,0.5,2
daisy_mamil4,1em8,315,odepe_v2_nopolish,1,2,2,2,none,0,3.521090984583136,False,1,0.0,0.5,2
daisy_mamil4,1em8,315,amigo2,0,1,2,2,none,0,2.950202027047652e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,315,odepe_shade,0,1,2,2,none,0,3.5171262772352225,False,0,0.0,0.0,1
daisy_mamil4,1em8,316,odepe_v2_polish,0,2,2,2,none,0,1.523805746594828,False,1,0.0,0.5,2
daisy_mamil4,1em8,316,odepe_v2_polish,1,2,2,2,none,0,1.92882943301448e-05,True,1,0.0,0.5,2
daisy_mamil4,1em8,316,odepe_v2_nopolish,0,2,2,2,none,0,1.5211046992226183,False,1,0.0,0.5,2
daisy_mamil4,1em8,316,odepe_v2_nopolish,1,2,2,2,none,0,0.0045467026292347465,True,1,0.0,0.5,2
daisy_mamil4,1em8,316,amigo2,0,1,2,2,none,0,1.9308464402487906e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,316,odepe_shade,0,1,2,2,none,0,1.9288549383423864e-05,True,1,0.0,0.5,1
daisy_mamil4,1em8,317,odepe_v2_polish,0,2,2,2,none,0,1.5534393597595397e-06,True,1,0.0,0.5,2
daisy_mamil4,1em8,317,odepe_v2_polish,1,2,2,2,none,0,1.7088314045181967,False,1,0.0,0.5,2
daisy_mamil4,1em8,317,odepe_v2_nopolish,0,2,2,2,none,0,0.01841156444201008,True,1,0.0,0.5,2
daisy_mamil4,1em8,317,odepe_v2_nopolish,1,2,2,2,none,0,1.6902598449790223,False,1,0.0,0.5,2
daisy_mamil4,1em8,317,amigo2,0,1,2,2,none,0,1.7088314028274814,False,0,0.0,0.0,1
daisy_mamil4,1em8,317,odepe_shade,0,1,2,2,none,0,1.5533696140236355e-06,True,1,0.0,0.5,1
daisy_mamil4,1em8,318,odepe_v2_polish,0,2,2,2,none,0,0.07105706777691663,True,1,0.0,0.5,2
daisy_mamil4,1em8,318,odepe_v2_polish,1,2,2,2,none,0,4.376320184074481,False,1,0.0,0.5,2
daisy_mamil4,1em8,318,odepe_v2_nopolish,0,2,2,2,none,0,0.6615137268081813,False,0,0.0,0.0,2
daisy_mamil4,1em8,318,odepe_v2_nopolish,1,2,2,2,none,0,3.643749039315262,False,0,0.0,0.0,2
daisy_mamil4,1em8,318,amigo2,0,1,2,2,none,0,0.008446686159358974,True,1,0.0,0.5,1
daisy_mamil4,1em8,318,odepe_shade,0,1,2,2,none,0,5.192726870198684,False,0,0.0,0.0,1
daisy_mamil4,1em8,319,odepe_v2_polish,0,2,2,2,none,0,7.272556166409189e-07,True,1,0.0,0.5,2
daisy_mamil4,1em8,319,odepe_v2_polish,1,2,2,2,none,0,4.202494810910988,False,1,0.0,0.5,2
daisy_mamil4,1em8,319,odepe_v2_nopolish,0,2,2,2,none,0,4.225192780372282,False,1,0.0,0.5,2
daisy_mamil4,1em8,319,odepe_v2_nopolish,1,2,2,2,none,0,0.006096162922262465,True,1,0.0,0.5,2
daisy_mamil4,1em8,319,amigo2,0,1,2,2,none,0,7.340180364317256e-07,True,1,0.0,0.5,1
daisy_mamil4,1em8,319,odepe_shade,0,1,2,2,none,0,4.202494810875108,False,0,0.0,0.0,1
seir,1em8,420,odepe_v2_polish,0,2,2,2,none,0,3.903479526965332e-07,True,1,0.0,0.5,2
seir,1em8,420,odepe_v2_polish,1,2,2,2,none,0,0.7730495321576107,False,1,0.0,0.5,2
seir,1em8,420,odepe_v2_nopolish,0,2,2,2,none,0,0.7727740811767326,False,1,0.0,0.5,2
seir,1em8,420,odepe_v2_nopolish,1,2,2,2,none,0,0.0004396813683961002,True,1,0.0,0.5,2
seir,1em8,420,amigo2,0,1,2,2,none,0,3.7963207114947534e-07,True,1,0.0,0.5,1
seir,1em8,420,odepe_shade,0,1,2,2,none,0,0.7730495323881852,False,0,0.0,0.0,1
seir,1em8,421,odepe_v2_polish,0,2,2,2,none,0,2.975283030656002,False,1,0.0,0.5,2
seir,1em8,421,odepe_v2_polish,1,2,2,2,none,0,2.299009111956326e-06,True,1,0.0,0.5,2
seir,1em8,421,odepe_v2_nopolish,0,2,2,2,none,0,0.010339185131916043,True,1,0.0,0.5,2
seir,1em8,421,odepe_v2_nopolish,1,2,2,2,none,0,2.9296168485987746,False,1,0.0,0.5,2
seir,1em8,421,amigo2,0,1,2,2,none,0,2.4499367221095888e-06,True,1,0.0,0.5,1
seir,1em8,421,odepe_shade,0,1,2,2,none,0,2.2727259038410545e-06,True,1,0.0,0.5,1
seir,1em8,422,odepe_v2_polish,0,2,2,2,none,0,1.0382096802966748e-06,True,2,0.0,1.0,2
seir,1em8,422,odepe_v2_polish,1,2,2,2,none,0,0.288228177499631,True,2,0.0,1.0,2
seir,1em8,422,odepe_v2_nopolish,0,2,2,2,none,0,0.28829553180567186,True,2,0.0,1.0,2
seir,1em8,422,odepe_v2_nopolish,1,2,2,2,none,0,0.00010486521748815412,True,2,0.0,1.0,2
seir,1em8,422,amigo2,0,1,2,2,none,0,0.2882281926778058,True,1,0.0,0.5,1
seir,1em8,422,odepe_shade,0,1,2,2,none,0,0.2882281773754763,True,1,0.0,0.5,1
seir,1em8,423,odepe_v2_polish,0,2,2,2,none,0,1.4491091585753119e-05,True,2,0.0,1.0,2
seir,1em8,423,odepe_v2_polish,1,2,2,2,none,0,0.09190800939870059,True,2,0.0,1.0,2
seir,1em8,423,odepe_v2_nopolish,0,2,2,2,none,0,0.09206628934303404,True,2,0.0,1.0,2
seir,1em8,423,odepe_v2_nopolish,1,2,2,2,none,0,0.00015397249212830523,True,2,0.0,1.0,2
seir,1em8,423,amigo2,0,1,2,2,none,0,1.4599160051917268e-05,True,1,0.0,0.5,1
seir,1em8,423,odepe_shade,0,1,2,2,none,0,1.4489429491898756e-05,True,1,0.0,0.5,1
seir,1em8,424,odepe_v2_polish,0,2,2,2,none,0,0.06514219959293553,True,2,0.0,1.0,2
seir,1em8,424,odepe_v2_polish,1,2,2,2,none,0,0.06269508296533192,True,2,0.0,1.0,2
seir,1em8,424,odepe_v2_nopolish,0,2,2,2,none,0,2.533216609618479,False,0,0.0,0.0,2
seir,1em8,424,odepe_v2_nopolish,1,2,2,2,none,0,1.2702856555474025,False,0,0.0,0.0,2
seir,1em8,424,amigo2,0,1,2,2,none,0,0.04059446524600695,True,1,0.0,0.5,1
seir,1em8,424,odepe_shade,0,1,2,2,none,0,0.218223220092524,True,1,0.0,0.5,1
seir,1em8,425,odepe_v2_polish,0,2,2,2,none,0,13.786664182922967,False,1,0.0,0.5,2
seir,1em8,425,odepe_v2_polish,1,2,2,2,none,0,1.2116436624750277e-06,True,1,0.0,0.5,2
seir,1em8,425,odepe_v2_nopolish,0,2,2,2,none,0,0.000299940803331216,True,1,0.0,0.5,2
seir,1em8,425,odepe_v2_nopolish,1,2,2,2,none,0,13.782625747851283,False,1,0.0,0.5,2
seir,1em8,425,amigo2,0,1,2,2,none,0,13.7866640362407,False,0,0.0,0.0,1
seir,1em8,425,odepe_shade,0,1,2,2,none,0,1.2115263324073097e-06,True,1,0.0,0.5,1
seir,1em8,426,odepe_v2_polish,0,2,2,2,none,0,0.04510889980901395,True,2,0.0,1.0,2
seir,1em8,426,odepe_v2_polish,1,2,2,2,none,0,0.07949664799743475,True,2,0.0,1.0,2
seir,1em8,426,odepe_v2_nopolish,0,2,2,2,none,0,3.8514366100525907,False,0,0.0,0.0,2
seir,1em8,426,odepe_v2_nopolish,1,2,2,2,none,0,4.145368124029939,False,0,0.0,0.0,2
seir,1em8,426,amigo2,0,1,2,2,none,0,0.0008648953979406661,True,1,0.0,0.5,1
seir,1em8,426,odepe_shade,0,1,2,2,none,0,1.1185459992874924,False,0,0.0,0.0,1
seir,1em8,427,odepe_v2_polish,0,2,2,2,none,0,1.2858085573643503,False,1,0.0,0.5,2
seir,1em8,427,odepe_v2_polish,1,2,2,2,none,0,0.00016155930579141777,True,1,0.0,0.5,2
seir,1em8,427,odepe_v2_nopolish,0,2,2,2,none,0,0.012134684639103584,True,1,0.0,0.5,2
seir,1em8,427,odepe_v2_nopolish,1,2,2,2,none,0,1.3052296218979003,False,1,0.0,0.5,2
seir,1em8,427,amigo2,0,1,2,2,none,0,1.2858097972148026,False,0,0.0,0.0,1
seir,1em8,427,odepe_shade,0,1,2,2,none,0,0.00016204726374818889,True,1,0.0,0.5,1
seir,1em8,428,odepe_v2_polish,0,2,2,2,none,0,0.007430525443525704,True,2,0.0,1.0,2
seir,1em8,428,odepe_v2_polish,1,2,2,2,none,0,0.007756376414601124,True,2,0.0,1.0,2
seir,1em8,428,odepe_v2_nopolish,0,2,2,2,none,0,2.305284513235636,False,0,0.0,0.0,2
seir,1em8,428,odepe_v2_nopolish,1,2,2,2,none,0,5.14968133889924,False,0,0.0,0.0,2
seir,1em8,428,amigo2,0,1,2,2,none,0,1.951873154370508,False,0,0.0,0.0,1
seir,1em8,428,odepe_shade,0,1,2,2,none,0,0.23306967866125974,True,1,0.0,0.5,1
seir,1em8,429,odepe_v2_polish,0,2,2,2,none,0,7.327604798996809e-07,True,2,0.0,1.0,2
seir,1em8,429,odepe_v2_polish,1,2,2,2,none,0,0.10140483245316248,True,2,0.0,1.0,2
seir,1em8,429,odepe_v2_nopolish,0,2,2,2,none,0,0.10195653613801998,True,2,0.0,1.0,2
seir,1em8,429,odepe_v2_nopolish,1,2,2,2,none,0,0.00046903828264906433,True,2,0.0,1.0,2
seir,1em8,429,amigo2,0,1,2,2,none,0,0.10140506439777076,True,1,0.0,0.5,1
seir,1em8,429,odepe_shade,0,1,2,2,none,0,7.312143176515657e-07,True,1,0.0,0.5,1
slow_fast,1em8,430,odepe_v2_polish,0,2,2,1,none,0,4.898140204721824e-08,True,1,0.0,1.0,2
slow_fast,1em8,430,odepe_v2_polish,1,2,2,1,none,0,32.88289896221208,False,1,0.0,1.0,2
slow_fast,1em8,430,odepe_v2_nopolish,0,2,2,1,none,0,3.6429779665114737e-06,True,1,0.0,1.0,2
slow_fast,1em8,430,odepe_v2_nopolish,1,2,2,1,none,0,32.88309130167045,False,1,0.0,1.0,2
slow_fast,1em8,430,amigo2,0,1,2,1,none,0,4.8945289620236496e-08,True,1,0.0,1.0,1
slow_fast,1em8,430,odepe_shade,0,1,2,1,none,0,4.9104323341173054e-08,True,1,0.0,1.0,1
slow_fast,1em8,431,odepe_v2_polish,0,2,2,1,none,0,4.034764720264402e-08,True,1,0.0,1.0,2
slow_fast,1em8,431,odepe_v2_polish,1,2,2,1,none,0,1.3636762051445506,False,1,0.0,1.0,2
slow_fast,1em8,431,odepe_v2_nopolish,0,2,2,1,none,0,2.3035529227314417,False,1,0.0,1.0,2
slow_fast,1em8,431,odepe_v2_nopolish,1,2,2,1,none,0,7.89695951314618e-07,True,1,0.0,1.0,2
slow_fast,1em8,431,amigo2,0,1,2,1,none,0,4.0273156242795466e-08,True,1,0.0,1.0,1
slow_fast,1em8,431,odepe_shade,0,1,2,1,none,0,1.363676207494811,False,0,0.0,0.0,1
slow_fast,1em8,432,odepe_v2_polish,0,2,2,1,none,0,1.113832539503069e-08,True,1,0.0,1.0,2
slow_fast,1em8,432,odepe_v2_polish,1,2,2,1,none,0,49.18522786092451,False,1,0.0,1.0,2
slow_fast,1em8,432,odepe_v2_nopolish,0,2,2,1,none,0,49.18671223308165,False,1,0.0,1.0,2
slow_fast,1em8,432,odepe_v2_nopolish,1,2,2,1,none,0,1.4528502664225931e-05,True,1,0.0,1.0,2
slow_fast,1em8,432,amigo2,0,1,2,1,none,0,1.1026009917298647e-08,True,1,0.0,1.0,1
slow_fast,1em8,432,odepe_shade,0,1,2,1,none,0,1.1124802956775477e-08,True,1,0.0,1.0,1
slow_fast,1em8,433,odepe_v2_polish,0,2,2,1,none,0,5.4102509002796e-07,True,1,0.0,1.0,2
slow_fast,1em8,433,odepe_v2_polish,1,2,2,1,none,0,1.263330022485913,False,1,0.0,1.0,2
slow_fast,1em8,433,odepe_v2_nopolish,0,2,2,1,none,0,1.2633300224894417,False,1,0.0,1.0,2
slow_fast,1em8,433,odepe_v2_nopolish,1,2,2,1,none,0,1.6843922537684565e-05,True,1,0.0,1.0,2
slow_fast,1em8,433,amigo2,0,1,2,1,none,0,5.389916662032496e-07,True,1,0.0,1.0,1
slow_fast,1em8,433,odepe_shade,0,1,2,1,none,0,5.440818287796358e-07,True,1,0.0,1.0,1
slow_fast,1em8,434,odepe_v2_polish,0,2,2,1,none,0,9.653132183919931e-08,True,1,0.0,1.0,2
slow_fast,1em8,434,odepe_v2_polish,1,2,2,1,none,0,2.1434771595545627,False,1,0.0,1.0,2
slow_fast,1em8,434,odepe_v2_nopolish,0,2,2,1,none,0,9.76033609805513e-07,True,1,0.0,1.0,2
slow_fast,1em8,434,odepe_v2_nopolish,1,2,2,1,none,0,2.1434773745315527,False,1,0.0,1.0,2
slow_fast,1em8,434,amigo2,0,1,2,1,none,0,9.610707220004757e-08,True,1,0.0,1.0,1
slow_fast,1em8,434,odepe_shade,0,1,2,1,none,0,9.646835813661568e-08,True,1,0.0,1.0,1
slow_fast,1em8,435,odepe_v2_polish,0,2,2,1,none,0,0.6109182875437487,False,1,0.0,1.0,2
slow_fast,1em8,435,odepe_v2_polish,1,2,2,1,none,0,9.553552458551642e-08,True,1,0.0,1.0,2
slow_fast,1em8,435,odepe_v2_nopolish,0,2,2,1,none,0,4.9430275831209255e-06,True,1,0.0,1.0,2
slow_fast,1em8,435,odepe_v2_nopolish,1,2,2,1,none,0,0.6109252393023538,False,1,0.0,1.0,2
slow_fast,1em8,435,amigo2,0,1,2,1,none,0,0.6109182869489164,False,0,0.0,0.0,1
slow_fast,1em8,435,odepe_shade,0,1,2,1,none,0,0.6109182903394078,False,0,0.0,0.0,1
slow_fast,1em8,436,odepe_v2_polish,0,2,2,1,none,0,2.8378219645980735e-08,True,1,0.0,1.0,2
slow_fast,1em8,436,odepe_v2_polish,1,2,2,1,none,0,28.325513196480944,False,1,0.0,1.0,2
slow_fast,1em8,436,odepe_v2_nopolish,0,2,2,1,none,0,25.932186174705016,False,1,0.0,1.0,2
slow_fast,1em8,436,odepe_v2_nopolish,1,2,2,1,none,0,2.5009917834634132e-06,True,1,0.0,1.0,2
slow_fast,1em8,436,amigo2,0,1,2,1,none,0,2.7960475014358995e-08,True,1,0.0,1.0,1
slow_fast,1em8,436,odepe_shade,0,1,2,1,none,0,2.8455180786432713e-08,True,1,0.0,1.0,1
slow_fast,1em8,437,odepe_v2_polish,0,2,2,1,none,0,2.7495632500976595e-07,True,2,0.0,2.0,2
slow_fast,1em8,437,odepe_v2_polish,1,2,2,1,none,0,0.22787984445170004,True,2,0.0,2.0,2
slow_fast,1em8,437,odepe_v2_nopolish,0,2,2,1,none,0,5.975444249755364e-06,True,1,0.0,1.0,2
slow_fast,1em8,437,odepe_v2_nopolish,1,2,2,1,none,0,1.1685411403458088,False,1,0.0,1.0,2
slow_fast,1em8,437,amigo2,0,1,2,1,none,0,2.847372779462327e-07,True,1,0.0,1.0,1
slow_fast,1em8,437,odepe_shade,0,1,2,1,none,0,2.8063557890232816e-07,True,1,0.0,1.0,1
slow_fast,1em8,438,odepe_v2_polish,0,2,2,1,none,0,1.4978783003520353e-06,True,1,0.0,1.0,2
slow_fast,1em8,438,odepe_v2_polish,1,2,2,1,none,0,2.5853720297418445,False,1,0.0,1.0,2
slow_fast,1em8,438,odepe_v2_nopolish,0,2,2,1,none,0,2.585372029748106,False,1,0.0,1.0,2
slow_fast,1em8,438,odepe_v2_nopolish,1,2,2,1,none,0,4.490939968249555e-06,True,1,0.0,1.0,2
slow_fast,1em8,438,amigo2,0,1,2,1,none,0,1.4950289459070621e-06,True,1,0.0,1.0,1
slow_fast,1em8,438,odepe_shade,0,1,2,1,none,0,1.4883953919238107e-06,True,1,0.0,1.0,1
