Unnamed: 0,index,id,true_states,true_parameters,time_start,time_end,time_count,name,non_identifiable,noise,finished,has_result,run,software,result,time
1023,255,daisy_mamil4_7_1em8,"{'x1': 0.344, 'x2': 0.898, 'x3': 0.39, 'x4': 0.477}","{'k01': 0.148, 'k12': 0.149, 'k13': 0.826, 'k14': 0.692, 'k21': 0.818, 'k31': 0.638, 'k41': 0.523}",0.0,10.0,1501,daisy_mamil4,[],1e-08,True,True,amigo2_run,amigo2,"[['k01', '1.4800e-01'], ['k12', '1.4900e-01'], ['k13', '8.2600e-01'], ['k14', '6.9200e-01'], ['k21', '8.1800e-01'], ['k31', '6.3798e-01'], ['k41', '5.2301e-01'], ['x1', '3.4400e-01'], ['x2', '8.9800e-01'], ['x3', '3.8999e-01'], ['x4', '4.7701e-01']]",577.1153838634491
1024,256,dc_motor_0_1em8,"{'omega_m': 0.24, 'i': 0.362}","{'Kt': 0.403, 'Jm': 0.884}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.40300000126882113'], ['Jm', '0.8840002340374032'], ['omega_m', '0.2400002490034581'], ['i', '0.362000609353098']]",2428.5466372966766
1025,256,dc_motor_0_1em8,"{'omega_m': 0.24, 'i': 0.362}","{'Kt': 0.403, 'Jm': 0.884}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.402999576949173'], ['Jm', '0.8839979954244679'], ['omega_m', '0.23999048718551952'], ['i', '0.36200490164767196']]",2264.6422760486603
1026,256,dc_motor_0_1em8,"{'omega_m': 0.24, 'i': 0.362}","{'Kt': 0.403, 'Jm': 0.884}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.4030000000562432'], ['Jm', '0.884000001112199'], ['omega_m', '0.24000000174249608'], ['i', '0.3619999936864099']]",193.24636149406436
1027,256,dc_motor_0_1em8,"{'omega_m': 0.24, 'i': 0.362}","{'Kt': 0.403, 'Jm': 0.884}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '4.0300e-01'], ['Jm', '8.8400e-01'], ['omega_m', '2.4000e-01'], ['i', '3.6200e-01']]",656.8240876197815
1028,257,dc_motor_1_1em8,"{'omega_m': 0.586, 'i': 0.482}","{'Kt': 0.644, 'Jm': 0.151}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.6439999999491751'], ['Jm', '0.15099999252141494'], ['omega_m', '0.5859999650959797'], ['i', '0.4819999405296989']]",2932.154757499695
1029,257,dc_motor_1_1em8,"{'omega_m': 0.586, 'i': 0.482}","{'Kt': 0.644, 'Jm': 0.151}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.6440012551577058'], ['Jm', '0.1510082410425737'], ['omega_m', '0.5859278112132952'], ['i', '0.4820334539846407']]",2847.442892551422
1030,257,dc_motor_1_1em8,"{'omega_m': 0.586, 'i': 0.482}","{'Kt': 0.644, 'Jm': 0.151}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.6439999998523508'], ['Jm', '0.151000001439976'], ['omega_m', '0.5860000025062917'], ['i', '0.4820000069531514']]",202.3995141983032
1031,257,dc_motor_1_1em8,"{'omega_m': 0.586, 'i': 0.482}","{'Kt': 0.644, 'Jm': 0.151}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '6.4400e-01'], ['Jm', '1.5100e-01'], ['omega_m', '5.8600e-01'], ['i', '4.8200e-01']]",676.0005176067352
1032,258,dc_motor_2_1em8,"{'omega_m': 0.512, 'i': 0.394}","{'Kt': 0.327, 'Jm': 0.291}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.3269999958523286'], ['Jm', '0.2910016727953073'], ['omega_m', '0.5119950229101204'], ['i', '0.39401013751196584']]",2664.672375440597
1033,258,dc_motor_2_1em8,"{'omega_m': 0.512, 'i': 0.394}","{'Kt': 0.327, 'Jm': 0.291}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.3269887968552415'], ['Jm', '0.2909657251118019'], ['omega_m', '0.5120295152280134'], ['i', '0.39397495935738186']]",1576.0567140579224
1034,258,dc_motor_2_1em8,"{'omega_m': 0.512, 'i': 0.394}","{'Kt': 0.327, 'Jm': 0.291}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.32699999989576156'], ['Jm', '0.2910000040401913'], ['omega_m', '0.5119999934657312'], ['i', '0.3940000148762016']]",204.65584325790405
1035,258,dc_motor_2_1em8,"{'omega_m': 0.512, 'i': 0.394}","{'Kt': 0.327, 'Jm': 0.291}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '3.2700e-01'], ['Jm', '2.9100e-01'], ['omega_m', '5.1200e-01'], ['i', '3.9400e-01']]",668.9676101207733
1036,259,dc_motor_3_1em8,"{'omega_m': 0.876, 'i': 0.207}","{'Kt': 0.465, 'Jm': 0.37}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.4649999960026877'], ['Jm', '0.36999759612530503'], ['omega_m', '0.8760135797602713'], ['i', '0.20699194053605344']]",2862.541902780533
1037,259,dc_motor_3_1em8,"{'omega_m': 0.876, 'i': 0.207}","{'Kt': 0.465, 'Jm': 0.37}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.46499876119402994'], ['Jm', '0.36999653194610405'], ['omega_m', '0.87600511448685'], ['i', '0.20699728067352208']]",2387.0665085315704
1038,259,dc_motor_3_1em8,"{'omega_m': 0.876, 'i': 0.207}","{'Kt': 0.465, 'Jm': 0.37}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.4649999997604948'], ['Jm', '0.3700000034749063'], ['omega_m', '0.8759999869996025'], ['i', '0.20700002560613362']]",203.3178949356079
1039,259,dc_motor_3_1em8,"{'omega_m': 0.876, 'i': 0.207}","{'Kt': 0.465, 'Jm': 0.37}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '4.6500e-01'], ['Jm', '3.7000e-01'], ['omega_m', '8.7600e-01'], ['i', '2.0700e-01']]",637.1653461456299
1040,260,dc_motor_4_1em8,"{'omega_m': 0.573, 'i': 0.627}","{'Kt': 0.177, 'Jm': 0.375}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.1769999983092594'], ['Jm', '0.3750000364374576'], ['omega_m', '0.5729983015471435'], ['i', '0.6270008352434115']]",2793.627796173096
1041,260,dc_motor_4_1em8,"{'omega_m': 0.573, 'i': 0.627}","{'Kt': 0.177, 'Jm': 0.375}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.1769994815615054'], ['Jm', '0.3749966174927873'], ['omega_m', '0.5729930182798383'], ['i', '0.6270057390461333']]",2787.472398519516
1042,260,dc_motor_4_1em8,"{'omega_m': 0.573, 'i': 0.627}","{'Kt': 0.177, 'Jm': 0.375}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.1769999999881763'], ['Jm', '0.37500000030863817'], ['omega_m', '0.5729999996161124'], ['i', '0.6269999928900423']]",203.19107270240784
1043,260,dc_motor_4_1em8,"{'omega_m': 0.573, 'i': 0.627}","{'Kt': 0.177, 'Jm': 0.375}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '1.7700e-01'], ['Jm', '3.7500e-01'], ['omega_m', '5.7300e-01'], ['i', '6.2700e-01']]",662.7474074363708
1044,261,dc_motor_5_1em8,"{'omega_m': 0.382, 'i': 0.677}","{'Kt': 0.418, 'Jm': 0.899}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.4179998584259049'], ['Jm', '0.899002197338689'], ['omega_m', '0.38199899692894945'], ['i', '0.6770086325678103']]",2370.6955535411835
1045,261,dc_motor_5_1em8,"{'omega_m': 0.382, 'i': 0.677}","{'Kt': 0.418, 'Jm': 0.899}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.41800270203828804'], ['Jm', '0.8990210262423765'], ['omega_m', '0.38198485212185723'], ['i', '0.677041311768719']]",2361.5327455997467
1046,261,dc_motor_5_1em8,"{'omega_m': 0.382, 'i': 0.677}","{'Kt': 0.418, 'Jm': 0.899}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.4180000001951383'], ['Jm', '0.8990000041854768'], ['omega_m', '0.3819999998734182'], ['i', '0.6770000082630184']]",190.29044342041016
1047,261,dc_motor_5_1em8,"{'omega_m': 0.382, 'i': 0.677}","{'Kt': 0.418, 'Jm': 0.899}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '4.1800e-01'], ['Jm', '8.9900e-01'], ['omega_m', '3.8200e-01'], ['i', '6.7700e-01']]",615.6527681350708
1048,262,dc_motor_6_1em8,"{'omega_m': 0.881, 'i': 0.812}","{'Kt': 0.61, 'Jm': 0.75}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.6099998945269158'], ['Jm', '0.7499987983493009'], ['omega_m', '0.8809944544652021'], ['i', '0.8120023286328578']]",2373.908518075943
1049,262,dc_motor_6_1em8,"{'omega_m': 0.881, 'i': 0.812}","{'Kt': 0.61, 'Jm': 0.75}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.6100052377032226'], ['Jm', '0.7500097698228694'], ['omega_m', '0.8810009552523356'], ['i', '0.811993577625208']]",2336.7734229564667
1050,262,dc_motor_6_1em8,"{'omega_m': 0.881, 'i': 0.812}","{'Kt': 0.61, 'Jm': 0.75}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.6099999999320753'], ['Jm', '0.7500000053782486'], ['omega_m', '0.880999992056866'], ['i', '0.8120000300550168']]",203.3511824607849
1051,262,dc_motor_6_1em8,"{'omega_m': 0.881, 'i': 0.812}","{'Kt': 0.61, 'Jm': 0.75}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '6.1000e-01'], ['Jm', '7.5000e-01'], ['omega_m', '8.8100e-01'], ['i', '8.1200e-01']]",650.0766904354095
1052,263,dc_motor_7_1em8,"{'omega_m': 0.368, 'i': 0.218}","{'Kt': 0.712, 'Jm': 0.659}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_polish,odepe,"[['Kt', '0.7119999016081108'], ['Jm', '0.6590004347436766'], ['omega_m', '0.3680018436126784'], ['i', '0.21800080176896613']]",3202.398663043976
1053,263,dc_motor_7_1em8,"{'omega_m': 0.368, 'i': 0.218}","{'Kt': 0.712, 'Jm': 0.659}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,odepe_nopolish,odepe,"[['Kt', '0.711999631939928'], ['Jm', '0.6590000833751513'], ['omega_m', '0.36799338071519966'], ['i', '0.21800443777552678']]",2225.109292268753
1054,263,dc_motor_7_1em8,"{'omega_m': 0.368, 'i': 0.218}","{'Kt': 0.712, 'Jm': 0.659}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,sciml_run,sciml,"[['Kt', '0.7120000001228806'], ['Jm', '0.6590000057512622'], ['omega_m', '0.36799999602667277'], ['i', '0.21800002137379254']]",204.81428146362305
1055,263,dc_motor_7_1em8,"{'omega_m': 0.368, 'i': 0.218}","{'Kt': 0.712, 'Jm': 0.659}",0.0,5.0,1501,dc_motor,[],1e-08,True,True,amigo2_run,amigo2,"[['Kt', '7.1200e-01'], ['Jm', '6.5900e-01'], ['omega_m', '3.6800e-01'], ['i', '2.1800e-01']]",613.5585753917694
1056,264,fitzhugh_nagumo_0_1em8,"{'Vm': 0.518, 'R': 0.718}","{'g': 0.15, 'a': 0.294, 'b': 0.446}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.14990031114527294'], ['a', '0.293947097691442'], ['b', '0.44297568384499514'], ['Vm', '0.5180084413333917'], ['R', '0.7178220094066174']]",972.798940896988
1057,264,fitzhugh_nagumo_0_1em8,"{'Vm': 0.518, 'R': 0.718}","{'g': 0.15, 'a': 0.294, 'b': 0.446}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.14990031114527294'], ['a', '0.293947097691442'], ['b', '0.44297568384499514'], ['Vm', '0.5180084413333917'], ['R', '0.7178220094066174']]",838.6294593811035
1058,264,fitzhugh_nagumo_0_1em8,"{'Vm': 0.518, 'R': 0.718}","{'g': 0.15, 'a': 0.294, 'b': 0.446}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.1500005720333985'], ['a', '0.29400246500472854'], ['b', '0.44601362085494395'], ['Vm', '0.5179999965842683'], ['R', '0.7180020199938073']]",227.5965542793274
1059,264,fitzhugh_nagumo_0_1em8,"{'Vm': 0.518, 'R': 0.718}","{'g': 0.15, 'a': 0.294, 'b': 0.446}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '1.5000e-01'], ['a', '2.9400e-01'], ['b', '4.4600e-01'], ['Vm', '5.1800e-01'], ['R', '7.1800e-01']]",495.13238430023193
1060,265,fitzhugh_nagumo_1_1em8,"{'Vm': 0.572, 'R': 0.696}","{'g': 0.867, 'a': 0.194, 'b': 0.186}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.8672717592782744'], ['a', '0.19525142587588826'], ['b', '0.18413409683252205'], ['Vm', '0.5719234749604448'], ['R', '0.696073563789322']]",1120.8043942451477
1061,265,fitzhugh_nagumo_1_1em8,"{'Vm': 0.572, 'R': 0.696}","{'g': 0.867, 'a': 0.194, 'b': 0.186}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.867262439069062'], ['a', '0.19378907003380952'], ['b', '0.1756402074896663'], ['Vm', '0.5719845010435666'], ['R', '0.6961577856219269']]",917.654346704483
1062,265,fitzhugh_nagumo_1_1em8,"{'Vm': 0.572, 'R': 0.696}","{'g': 0.867, 'a': 0.194, 'b': 0.186}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.8669955511572984'], ['a', '0.19400524354222534'], ['b', '0.18620732271454973'], ['Vm', '0.5719999976744898'], ['R', '0.6959967424201233']]",200.18405652046204
1063,265,fitzhugh_nagumo_1_1em8,"{'Vm': 0.572, 'R': 0.696}","{'g': 0.867, 'a': 0.194, 'b': 0.186}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '8.6700e-01'], ['a', '1.9400e-01'], ['b', '1.8600e-01'], ['Vm', '5.7200e-01'], ['R', '6.9600e-01']]",480.5199556350708
1064,266,fitzhugh_nagumo_2_1em8,"{'Vm': 0.42, 'R': 0.404}","{'g': 0.779, 'a': 0.849, 'b': 0.887}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.7790133913568636'], ['a', '0.8490315314754237'], ['b', '0.8841927020357796'], ['Vm', '0.42000171619655247'], ['R', '0.40403186865706125']]",1115.9651231765747
1065,266,fitzhugh_nagumo_2_1em8,"{'Vm': 0.42, 'R': 0.404}","{'g': 0.779, 'a': 0.849, 'b': 0.887}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.7790313725429896'], ['a', '0.8492204172584966'], ['b', '0.8874505391559201'], ['Vm', '0.4199755986542889'], ['R', '0.40400064819063763']]",790.4966917037964
1066,266,fitzhugh_nagumo_2_1em8,"{'Vm': 0.42, 'R': 0.404}","{'g': 0.779, 'a': 0.849, 'b': 0.887}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.7789996824953987'], ['a', '0.8489958091549934'], ['b', '0.8870245345363078'], ['Vm', '0.4199999898853836'], ['R', '0.40399943352321155']]",205.11012053489685
1067,266,fitzhugh_nagumo_2_1em8,"{'Vm': 0.42, 'R': 0.404}","{'g': 0.779, 'a': 0.849, 'b': 0.887}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '7.7900e-01'], ['a', '8.4900e-01'], ['b', '8.8700e-01'], ['Vm', '4.2000e-01'], ['R', '4.0400e-01']]",496.7026360034943
1068,267,fitzhugh_nagumo_3_1em8,"{'Vm': 0.79, 'R': 0.178}","{'g': 0.218, 'a': 0.648, 'b': 0.625}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.21801620375524972'], ['a', '0.6478008460554655'], ['b', '0.6256190455312081'], ['Vm', '0.7899862047828752'], ['R', '0.17793004775180554']]",823.9366364479065
1069,267,fitzhugh_nagumo_3_1em8,"{'Vm': 0.79, 'R': 0.178}","{'g': 0.218, 'a': 0.648, 'b': 0.625}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.21801620375524972'], ['a', '0.6478008460554655'], ['b', '0.6256190455312081'], ['Vm', '0.7899862047828752'], ['R', '0.17793004775180554']]",775.8096256256104
1070,267,fitzhugh_nagumo_3_1em8,"{'Vm': 0.79, 'R': 0.178}","{'g': 0.218, 'a': 0.648, 'b': 0.625}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '3.727887017604841'], ['a', '10.0'], ['b', '7.938603835296551'], ['Vm', '0.6551808447000993'], ['R', '0.0009473730473438498']]",192.01904249191284
1071,267,fitzhugh_nagumo_3_1em8,"{'Vm': 0.79, 'R': 0.178}","{'g': 0.218, 'a': 0.648, 'b': 0.625}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '2.1800e-01'], ['a', '6.4800e-01'], ['b', '6.2500e-01'], ['Vm', '7.9000e-01'], ['R', '1.7800e-01']]",383.6564331054688
1072,268,fitzhugh_nagumo_4_1em8,"{'Vm': 0.235, 'R': 0.788}","{'g': 0.498, 'a': 0.565, 'b': 0.293}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.49800076394514026'], ['a', '0.5649665267043182'], ['b', '0.2928798589731231'], ['Vm', '0.23500016687837394'], ['R', '0.7880015608946869']]",1269.5144577026367
1073,268,fitzhugh_nagumo_4_1em8,"{'Vm': 0.235, 'R': 0.788}","{'g': 0.498, 'a': 0.565, 'b': 0.293}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.49800076394514026'], ['a', '0.5649665267043182'], ['b', '0.2928798589731231'], ['Vm', '0.23500016687837394'], ['R', '0.7880015608946869']]",1227.9004664421082
1074,268,fitzhugh_nagumo_4_1em8,"{'Vm': 0.235, 'R': 0.788}","{'g': 0.498, 'a': 0.565, 'b': 0.293}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.4980004912665981'], ['a', '0.5650060511000166'], ['b', '0.29303050181339024'], ['Vm', '0.23499998888546475'], ['R', '0.7879998546714156']]",211.3401596546173
1075,268,fitzhugh_nagumo_4_1em8,"{'Vm': 0.235, 'R': 0.788}","{'g': 0.498, 'a': 0.565, 'b': 0.293}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '4.9800e-01'], ['a', '5.6500e-01'], ['b', '2.9300e-01'], ['Vm', '2.3500e-01'], ['R', '7.8800e-01']]",1373.514597415924
1076,269,fitzhugh_nagumo_5_1em8,"{'Vm': 0.466, 'R': 0.884}","{'g': 0.147, 'a': 0.476, 'b': 0.193}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.1469786159566443'], ['a', '0.47602433097680485'], ['b', '0.19325390206019977'], ['Vm', '0.46599984257551014'], ['R', '0.8839263550156707']]",1002.2522089481354
1077,269,fitzhugh_nagumo_5_1em8,"{'Vm': 0.466, 'R': 0.884}","{'g': 0.147, 'a': 0.476, 'b': 0.193}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.1469786159566443'], ['a', '0.47602433097680485'], ['b', '0.19325390206019977'], ['Vm', '0.46599984257551014'], ['R', '0.8839263550156707']]",861.468323469162
1078,269,fitzhugh_nagumo_5_1em8,"{'Vm': 0.466, 'R': 0.884}","{'g': 0.147, 'a': 0.476, 'b': 0.193}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.1470002564334656'], ['a', '0.4760005266999097'], ['b', '0.19300503986253653'], ['Vm', '0.46599999724455543'], ['R', '0.8840005731704387']]",220.60636138916016
1079,269,fitzhugh_nagumo_5_1em8,"{'Vm': 0.466, 'R': 0.884}","{'g': 0.147, 'a': 0.476, 'b': 0.193}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '1.4700e-01'], ['a', '4.7600e-01'], ['b', '1.9300e-01'], ['Vm', '4.6600e-01'], ['R', '8.8400e-01']]",480.0069308280945
1080,270,fitzhugh_nagumo_6_1em8,"{'Vm': 0.317, 'R': 0.423}","{'g': 0.439, 'a': 0.786, 'b': 0.194}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.43900383408432'], ['a', '0.7860723117732518'], ['b', '0.194136957696606'], ['Vm', '0.3170010231990067'], ['R', '0.4230148952422488']]",1099.2408707141876
1081,270,fitzhugh_nagumo_6_1em8,"{'Vm': 0.317, 'R': 0.423}","{'g': 0.439, 'a': 0.786, 'b': 0.194}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.43900383408432'], ['a', '0.7860723117732518'], ['b', '0.194136957696606'], ['Vm', '0.3170010231990067'], ['R', '0.4230148952422488']]",1034.831684589386
1082,270,fitzhugh_nagumo_6_1em8,"{'Vm': 0.317, 'R': 0.423}","{'g': 0.439, 'a': 0.786, 'b': 0.194}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.43900005548289533'], ['a', '0.7860005929857579'], ['b', '0.19400639494060865'], ['Vm', '0.31700000003373574'], ['R', '0.42300008009939516']]",216.40309500694275
1083,270,fitzhugh_nagumo_6_1em8,"{'Vm': 0.317, 'R': 0.423}","{'g': 0.439, 'a': 0.786, 'b': 0.194}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '4.3900e-01'], ['a', '7.8600e-01'], ['b', '1.9400e-01'], ['Vm', '3.1700e-01'], ['R', '4.2300e-01']]",621.5334599018097
1084,271,fitzhugh_nagumo_7_1em8,"{'Vm': 0.671, 'R': 0.611}","{'g': 0.42, 'a': 0.637, 'b': 0.376}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_polish,odepe,"[['g', '0.4199642760731559'], ['a', '0.636524981223869'], ['b', '0.37562250021978477'], ['Vm', '0.6709996836235959'], ['R', '0.6109562813682253']]",935.6904397010804
1085,271,fitzhugh_nagumo_7_1em8,"{'Vm': 0.671, 'R': 0.611}","{'g': 0.42, 'a': 0.637, 'b': 0.376}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,odepe_nopolish,odepe,"[['g', '0.4200122589399658'], ['a', '0.6371633006628153'], ['b', '0.3761201595218643'], ['Vm', '0.6710001400501077'], ['R', '0.6110152523448239']]",893.7204887866974
1086,271,fitzhugh_nagumo_7_1em8,"{'Vm': 0.671, 'R': 0.611}","{'g': 0.42, 'a': 0.637, 'b': 0.376}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,sciml_run,sciml,"[['g', '0.4200005898073484'], ['a', '0.6370074798520852'], ['b', '0.3760054645955604'], ['Vm', '0.6710000001671002'], ['R', '0.6110006919243445']]",206.77557277679443
1087,271,fitzhugh_nagumo_7_1em8,"{'Vm': 0.671, 'R': 0.611}","{'g': 0.42, 'a': 0.637, 'b': 0.376}",0.0,1.0,1501,fitzhugh_nagumo,[],1e-08,True,True,amigo2_run,amigo2,"[['g', '4.2000e-01'], ['a', '6.3700e-01'], ['b', '3.7600e-01'], ['Vm', '6.7100e-01'], ['R', '6.1100e-01']]",471.9606165885925
1088,272,flexible_arm_0_1em8,"{'theta_m': 0.623, 'omega_m': 0.681, 'theta_t': 0.53, 'omega_t': 0.188}","{'Jm': 0.419, 'Jt': 0.445, 'bm': 0.592, 'bt': 0.156, 'k': 0.758}",0.0,10.0,1501,flexible_arm,[],1e-08,True,True,odepe_polish,odepe,"[['Jm', '0.42156431462701005'], ['Jt', '0.4428705794555129'], ['bm', '0.5897415235692847'], ['bt', '0.156964788861481'], ['k', '0.7578857767196351'], ['theta_m', '0.622073918621399'], ['omega_m', '0.6874403279309069'], ['theta_t', '0.5300091962431153'], ['omega_t', '0.18492478446760283']]",3425.667358160019
1089,272,flexible_arm_0_1em8,"{'theta_m': 0.623, 'omega_m': 0.681, 'theta_t': 0.53, 'omega_t': 0.188}","{'Jm': 0.419, 'Jt': 0.445, 'bm': 0.592, 'bt': 0.156, 'k': 0.758}",0.0,10.0,1501,flexible_arm,[],1e-08,True,True,odepe_nopolish,odepe,"[['Jm', '0.42119853166355836'], ['Jt', '0.4431785390849384'], ['bm', '0.5911426061085844'], ['bt', '0.15608819570674337'], ['k', '0.7574114166487871'], ['theta_m', '0.6210543959690961'], ['omega_m', '0.6865630238852015'], ['theta_t', '0.5288687116279019'], ['omega_t', '0.19454698351866317']]",1957.5200986862185
1090,272,flexible_arm_0_1em8,"{'theta_m': 0.623, 'omega_m': 0.681, 'theta_t': 0.53, 'omega_t': 0.188}","{'Jm': 0.419, 'Jt': 0.445, 'bm': 0.592, 'bt': 0.156, 'k': 0.758}",0.0,10.0,1501,flexible_arm,[],1e-08,True,True,sciml_run,sciml,"[['Jm', '0.41899998281758755'], ['Jt', '0.44500004235388'], ['bm', '0.59199990704642'], ['bt', '0.15600018551301345'], ['k', '0.7579999939246465'], ['theta_m', '0.6229999962875442'], ['omega_m', '0.6809995606526547'], ['theta_t', '0.52999998067354'], ['omega_t', '0.18800103032004484']]",7658.04412484169
1091,272,flexible_arm_0_1em8,"{'theta_m': 0.623, 'omega_m': 0.681, 'theta_t': 0.53, 'omega_t': 0.188}","{'Jm': 0.419, 'Jt': 0.445, 'bm': 0.592, 'bt': 0.156, 'k': 0.758}",0.0,10.0,1501,flexible_arm,[],1e-08,True,True,amigo2_run,amigo2,"[['Jm', '4.1900e-01'], ['Jt', '4.4500e-01'], ['bm', '5.9200e-01'], ['bt', '1.5600e-01'], ['k', '7.5800e-01'], ['theta_m', '6.2300e-01'], ['omega_m', '6.8100e-01'], ['theta_t', '5.3000e-01'], ['omega_t', '1.8800e-01']]",764.4010910987854
